danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Dark Trap,Emo,Hiphop,Pop,Rap,RnB,Trap Metal,Underground Rap,dnb,hardstyle,psytrance,techhouse,techno,trance,trap
0.542,0.789,5,-2.926,0,0.0447,0.0229,0.65,0.15,0.196,150.045,408000,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.586,0.416,1,-12.813,1,0.0292,0.0016,0.324,0.108,0.175,200.042,149327,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.415,0.867,6,-7.7,1,0.0692,0.0001,0.349,0.743,0.272,138.044,224389,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.743,0.557,10,-8.625,0,0.0764,0.018,0.0942,0.225,0.412,163.016,144238,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.808,0.488,9,-10.927,0,0.446,0.727,0.0,0.11,0.482,184.142,328411,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6,0.971,1,-4.949,1,0.0421,0.0003,0.716,0.12,0.343,142.999,490070,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.594,0.974,1,-5.722,1,0.0586,0.0,0.881,0.459,0.0724,175.008,339634,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.819,0.862,10,-6.641,0,0.0647,0.0957,0.0015,0.0853,0.678,199.932,158459,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.884,0.346,8,-8.228,0,0.351,0.0151,0.0,0.0871,0.376,75.016,220307,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.717,0.684,8,-5.241,1,0.0907,0.0421,0.0,0.208,0.305,160.051,161969,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.678,0.567,10,-9.148,0,0.261,0.188,0.0,0.164,0.658,84.039,315771,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.555,0.742,7,-5.495,0,0.22,0.0697,0.0,0.102,0.352,167.7,281280,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.556,0.8,10,-6.095,1,0.103,0.0071,0.194,0.0897,0.297,150.128,213221,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.836,0.884,5,-4.195,1,0.262,0.0937,0.0,0.104,0.821,183.994,174600,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.817,0.697,1,-5.897,1,0.211,0.074,0.0072,0.101,0.334,147.965,104960,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.659,0.897,6,-5.946,0,0.0576,0.0002,0.892,0.127,0.0634,142.019,490563,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.773,0.357,8,-8.931,1,0.0347,0.625,0.0,0.236,0.753,106.938,189653,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.611,0.8,11,-5.715,0,0.0467,0.0542,0.587,0.0858,0.132,174.974,315427,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.773,0.607,9,-6.342,0,0.117,0.111,0.0,0.0928,0.398,158.049,129868,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.687,0.868,11,-5.31,1,0.0466,0.0009,0.834,0.0832,0.37,142.01,476620,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.501,0.93,1,-3.573,1,0.0647,0.0176,0.0033,0.177,0.245,150.02,299449,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.688,0.294,1,-13.0,1,0.0836,0.526,0.036,0.105,0.191,127.994,149064,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.774,0.195,4,-12.233,1,0.087,0.789,0.001,0.109,0.369,132.847,122707,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.914,0.518,9,-6.982,1,0.13,0.017,0.0136,0.111,0.192,142.022,114960,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.79,0.896,11,-8.818,0,0.0434,0.0001,0.877,0.137,0.463,126.015,342857,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.572,0.98,1,-5.434,1,0.0962,0.185,0.816,0.362,0.692,155.057,100650,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.579,0.884,4,-9.857,0,0.056,0.0,0.863,0.0847,0.0391,135.024,405920,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.781,0.469,1,-5.107,0,0.0569,0.223,0.0,0.19,0.412,196.026,177118,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.481,0.285,0,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.029,210160,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.649,0.806,1,-8.321,0,0.0532,0.0034,0.121,0.0992,0.0363,128.045,318780,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.655,0.887,7,-3.644,1,0.0937,0.0002,0.61,0.283,0.537,128.024,307969,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.56,0.993,5,-6.244,1,0.142,0.0006,0.0185,0.67,0.152,139.994,420000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.548,0.927,4,-4.601,0,0.0878,0.0063,0.119,0.113,0.0693,150.045,240000,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.765,0.82,1,-5.856,0,0.214,0.0716,0.0,0.0864,0.702,198.098,167273,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.763,0.489,7,-10.542,1,0.122,0.0369,0.0,0.167,0.622,108.008,202067,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.738,0.727,10,-7.024,1,0.0699,0.283,0.409,0.0871,0.171,137.999,240000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.495,0.969,7,-6.14,1,0.0482,0.0002,0.868,0.154,0.158,137.986,553021,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.582,0.987,1,-4.922,1,0.0742,0.0001,0.497,0.349,0.211,137.97,205231,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.737,0.557,4,-10.433,0,0.0553,0.0005,0.932,0.112,0.0295,127.003,469120,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.408,0.664,3,-8.858,0,0.458,0.4,0.542,0.0707,0.188,199.782,211409,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.596,0.92,6,-6.292,0,0.0569,0.0006,0.754,0.174,0.2,144.008,505000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.706,0.89,11,-6.505,0,0.101,0.0005,0.66,0.078,0.156,150.005,357665,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.767,0.776,2,-8.915,1,0.144,0.0143,0.0,0.326,0.608,111.686,301893,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.93,7,-5.901,1,0.0539,0.0002,0.0801,0.343,0.387,175.088,297000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.49,0.866,10,-6.541,1,0.0634,0.12,0.0007,0.937,0.616,127.983,207502,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.522,0.997,6,-7.579,1,0.0635,0.0001,0.874,0.882,0.321,138.006,471390,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.502,0.735,9,-4.67,0,0.0629,0.0027,0.0001,0.489,0.211,149.978,249617,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.879,0.542,9,-7.694,0,0.794,0.0007,0.0,0.0935,0.378,128.517,119432,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.395,0.576,1,-8.601,1,0.0766,0.0012,0.21,0.24,0.0768,134.736,136131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.64,0.977,8,-5.369,1,0.0555,0.0046,0.0,0.371,0.493,142.019,199120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.401,0.929,8,-2.27,1,0.072,0.0002,0.685,0.133,0.223,144.093,206680,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.541,0.947,2,-5.542,1,0.59,0.0003,0.0006,0.296,0.374,145.052,216866,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.556,0.989,1,-1.301,1,0.134,0.0013,0.324,0.136,0.14,150.0,202675,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.609,0.806,11,-5.951,0,0.0411,0.0023,0.523,0.688,0.171,132.021,233106,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.535,0.758,6,-9.818,0,0.0293,0.0385,0.716,0.112,0.247,127.928,197485,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.756,0.736,6,-8.149,1,0.0571,0.0158,0.943,0.0681,0.363,126.003,466786,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.485,0.712,6,-7.48,0,0.126,0.0095,0.0,0.406,0.179,179.978,236408,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.565,0.878,7,-6.797,1,0.0362,0.0014,0.81,0.0885,0.0397,140.058,277714,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.847,0.6,2,-7.737,1,0.155,0.0054,0.0,0.398,0.729,147.966,250160,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.433,0.985,4,-3.358,0,0.242,0.0007,0.0,0.403,0.327,200.446,193107,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.474,0.838,5,-3.987,0,0.0317,0.0084,0.0,0.484,0.0992,132.007,207277,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.903,0.643,10,-5.669,0,0.0929,0.197,0.0,0.111,0.224,110.003,106971,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.448,0.939,10,-4.123,0,0.0365,0.0,0.871,0.111,0.193,175.01,385234,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.789,0.665,9,-5.201,1,0.0665,0.0078,0.0,0.109,0.324,127.914,270747,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.508,0.931,7,-2.812,0,0.0667,0.0275,0.0,0.267,0.25,149.988,192600,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.514,0.659,7,-9.019,0,0.0406,0.037,0.0,0.322,0.182,143.786,126311,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.74,0.587,2,-6.454,1,0.0758,0.0008,0.717,0.061,0.0993,174.04,275873,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.505,0.955,11,-2.524,1,0.0832,0.0075,0.0303,0.0969,0.533,172.055,298853,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.906,0.497,1,-6.312,1,0.0554,0.0224,0.0008,0.112,0.0369,126.96,105900,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.712,0.848,11,-5.624,0,0.263,0.003,0.0,0.238,0.651,141.992,205897,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.814,0.923,11,-6.89,0,0.096,0.0105,0.926,0.0453,0.49,125.025,337920,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,297520,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.39,0.967,10,-1.946,1,0.0644,0.0008,0.0,0.302,0.488,151.944,188840,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.653,0.525,10,-14.301,0,0.0329,0.387,0.928,0.104,0.409,139.978,241000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.853,0.852,1,-5.063,1,0.201,0.0236,0.0,0.342,0.832,196.044,166458,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.777,0.662,7,-8.393,1,0.27,0.536,0.0,0.593,0.634,111.13,201733,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.609,0.691,1,-9.144,0,0.0328,0.0457,0.372,0.141,0.146,110.992,247600,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.607,0.957,1,-6.474,1,0.0713,0.0,0.142,0.155,0.333,150.026,185768,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.984,0.655,8,-9.232,1,0.149,0.0682,0.0,0.102,0.236,122.013,90567,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.794,0.685,2,-5.727,1,0.375,0.0625,0.0,0.0818,0.194,139.977,128973,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.65,0.779,2,-4.602,1,0.0553,0.0003,0.829,0.712,0.157,144.997,476690,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.643,0.777,7,-13.423,1,0.0417,0.0067,0.879,0.0956,0.0762,126.005,512903,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.492,0.965,0,-4.44,0,0.0455,0.0038,0.0329,0.427,0.658,149.965,310800,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.802,0.688,7,-11.294,1,0.0599,0.0044,0.877,0.102,0.321,125.006,474666,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.801,0.586,5,-13.059,0,0.0588,0.432,0.946,0.106,0.0368,128.995,327433,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.792,0.806,1,-6.853,0,0.301,0.0786,0.0,0.0895,0.884,178.104,74533,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.747,0.7,11,-8.85,0,0.212,0.0965,0.0,0.386,0.717,137.982,107860,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.775,0.758,11,-8.08,1,0.0799,0.18,0.0,0.259,0.56,133.029,145162,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.567,0.882,9,-4.146,0,0.0596,0.0112,0.0,0.298,0.662,149.957,199200,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.73,0.833,11,-10.981,0,0.0527,0.0056,0.886,0.11,0.0353,131.006,382200,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.468,0.934,5,-3.458,1,0.0358,0.0023,0.088,0.13,0.0708,150.011,184387,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.897,0.69,8,-5.932,1,0.0511,0.0362,0.0565,0.0539,0.13,124.998,238080,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,0.912,1,-4.873,0,0.0574,0.0089,0.0239,0.381,0.203,149.988,200400,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.713,0.475,6,-4.436,0,0.0659,0.0608,0.0,0.156,0.33,174.044,192547,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.648,0.902,1,-8.69,1,0.0427,0.0001,0.887,0.1,0.0399,131.01,432431,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.799,0.826,1,-8.277,1,0.0553,0.0131,0.853,0.0416,0.783,125.999,339048,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.535,0.765,10,-11.12,0,0.103,0.0016,0.772,0.185,0.585,119.986,249208,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.775,0.679,6,-8.058,0,0.124,0.216,0.0,0.142,0.664,158.052,154881,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,247080,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.459,0.891,10,-5.057,0,0.0623,0.0051,0.0,0.106,0.588,154.837,203507,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.442,0.973,0,-3.38,1,0.0752,0.0122,0.002,0.489,0.148,155.073,190410,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.514,0.846,8,-5.271,1,0.0455,0.0514,0.0,0.355,0.495,147.958,176883,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.845,0.988,1,-6.523,0,0.0534,0.0043,0.88,0.62,0.708,123.009,222439,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.556,0.869,1,-3.813,1,0.269,0.0123,0.0485,0.342,0.132,150.276,166400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.571,0.945,7,-7.024,1,0.0439,0.0,0.658,0.857,0.264,145.972,382285,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.753,0.897,5,-8.913,0,0.0517,0.153,0.862,0.125,0.394,124.999,466887,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.626,0.603,5,-9.047,0,0.207,0.045,0.0002,0.133,0.138,113.078,474157,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.387,0.851,8,-2.642,0,0.0377,0.0014,0.804,0.104,0.0525,173.995,246925,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.482,0.95,1,-1.695,1,0.0388,0.0001,0.687,0.297,0.0395,149.988,192000,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.651,0.973,0,-8.18,1,0.0662,0.0009,0.812,0.316,0.0368,144.981,455245,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.684,0.958,0,-7.017,1,0.0682,0.002,0.768,0.606,0.224,142.004,373521,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.701,0.957,11,-6.295,0,0.0474,0.0007,0.812,0.119,0.0385,136.023,388235,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.45,0.981,9,-5.49,1,0.105,0.0041,0.892,0.148,0.144,138.008,212174,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.408,0.978,7,-5.343,1,0.0482,0.0001,0.962,0.293,0.254,135.964,213897,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.463,0.988,10,-5.678,0,0.0639,0.0009,0.973,0.267,0.0736,137.995,205217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.44,0.96,5,-7.07,0,0.135,0.0091,0.0186,0.345,0.0994,137.97,203043,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.543,0.932,8,-3.392,0,0.0972,0.0067,0.0,0.393,0.603,106.466,228840,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.637,0.973,5,-1.545,1,0.0476,0.0001,0.8,0.0664,0.039,149.954,241600,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.752,0.772,8,-2.921,1,0.379,0.402,0.0,0.119,0.183,160.026,130130,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.893,0.459,8,-12.253,1,0.521,0.0838,0.0,0.484,0.398,129.987,184216,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.516,0.919,11,-3.31,0,0.0452,0.0017,0.536,0.0913,0.426,175.008,366947,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.669,0.976,5,-1.775,0,0.0484,0.0587,0.841,0.273,0.329,150.002,220800,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.66,0.857,4,-4.055,0,0.405,0.115,0.0,0.354,0.599,180.002,252693,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.706,0.89,1,-4.444,0,0.0688,0.0588,0.0029,0.306,0.684,128.011,248133,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.494,0.908,9,-2.321,1,0.0397,0.0002,0.923,0.344,0.0573,140.181,212571,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.721,0.808,10,-4.866,0,0.336,0.22,0.0,0.102,0.511,201.466,112727,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.523,0.97,6,-5.86,1,0.0759,0.0247,0.0038,0.448,0.298,136.017,196375,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.729,0.442,11,-8.106,0,0.285,0.151,0.0,0.189,0.757,81.029,259307,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.927,0.731,5,-7.753,1,0.212,0.0011,0.0,0.0892,0.641,185.002,157640,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.817,0.834,11,-4.74,1,0.161,0.0206,0.0001,0.301,0.7,198.506,238133,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.678,0.789,1,-5.016,1,0.325,0.215,0.0,0.341,0.799,192.126,217500,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.796,0.727,3,-4.598,0,0.235,0.235,0.0,0.13,0.299,109.334,185380,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.905,0.915,10,-6.942,0,0.118,0.0006,0.0006,0.103,0.843,124.003,406762,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.458,0.248,4,-9.081,0,0.0387,0.821,0.0,0.381,0.242,119.26,254000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.388,0.797,10,-5.667,1,0.0664,0.0997,0.537,0.0914,0.0587,174.176,273392,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.756,0.957,0,-8.112,0,0.0847,0.0001,0.498,0.108,0.0432,127.999,411730,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.458,0.836,1,-12.54,1,0.0413,0.0,0.804,0.731,0.114,129.239,218339,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.629,0.985,1,-5.198,1,0.0501,0.0002,0.777,0.115,0.157,147.005,444898,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.668,0.878,4,-7.931,0,0.0409,0.0007,0.823,0.11,0.0906,126.001,437573,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.889,0.511,1,-9.043,0,0.317,0.0394,0.0,0.233,0.53,155.986,212767,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.527,0.979,2,-4.296,1,0.0506,0.0003,0.0926,0.427,0.823,150.01,204350,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.582,0.961,8,-2.185,1,0.399,0.0035,0.0008,0.328,0.239,144.876,217058,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.659,0.921,1,-7.274,1,0.0526,0.0142,0.814,0.36,0.0672,128.003,306364,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.751,0.756,9,-5.453,0,0.0375,0.257,0.0,0.0582,0.644,129.954,162528,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.764,0.487,0,-9.818,1,0.07,0.438,0.0,0.0952,0.401,144.997,188261,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.471,0.769,2,-3.401,1,0.0406,0.0156,0.267,0.511,0.034,150.238,198400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,176632,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.591,0.931,11,-3.708,0,0.331,0.0347,0.005,0.0732,0.467,169.894,219067,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.321,0.949,0,-7.297,0,0.555,0.0033,0.217,0.579,0.196,154.996,174587,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.509,0.99,0,-8.208,1,0.047,0.0002,0.881,0.644,0.0946,137.997,616385,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.379,0.96,8,-3.754,1,0.13,0.0,0.0,0.0646,0.551,119.991,220787,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.726,0.93,4,-5.043,0,0.0525,0.0385,0.722,0.112,0.0612,126.01,354286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.717,0.606,4,-6.154,0,0.0382,0.006,0.0182,0.231,0.0351,122.009,332459,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.802,0.577,1,-6.599,0,0.3,0.108,0.0,0.0924,0.563,139.888,140330,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.371,0.832,7,-6.152,1,0.0693,0.0012,0.126,0.185,0.246,149.692,319712,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.614,0.804,9,-3.593,0,0.468,0.0892,0.0,0.0989,0.438,111.16,217251,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.516,0.86,10,-3.56,0,0.0494,0.0526,0.0,0.0858,0.35,173.874,182007,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.612,0.997,7,-5.191,1,0.0646,0.0031,0.803,0.0992,0.537,124.999,201600,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.907,0.701,2,-10.18,1,0.0399,0.003,0.884,0.111,0.0317,127.995,362757,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.659,0.579,3,-7.47,1,0.356,0.0376,0.0,0.114,0.356,140.078,182700,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.501,0.611,8,-3.757,1,0.38,0.0003,0.0,0.249,0.185,139.8,129414,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.675,0.23,1,-10.363,0,0.204,0.191,0.0,0.104,0.101,173.962,211920,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.459,0.985,6,-5.967,0,0.0508,0.0007,0.931,0.381,0.1,137.999,244000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.609,0.902,1,-5.0,0,0.4,0.0004,0.0004,0.963,0.349,128.008,367505,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.644,0.852,7,-8.006,1,0.0474,0.0004,0.823,0.138,0.0633,145.003,400552,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.579,0.683,8,-6.548,0,0.0376,0.214,0.0,0.111,0.655,162.025,255139,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51,0.932,5,-5.148,0,0.0565,0.0019,0.0001,0.338,0.241,150.07,292600,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.485,0.959,4,-4.806,0,0.039,0.0016,0.871,0.107,0.0911,174.959,334707,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.574,0.923,5,-4.888,0,0.17,0.098,0.0,0.29,0.263,155.049,211873,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.626,0.901,1,-3.421,1,0.0345,0.0054,0.557,0.645,0.467,145.155,172360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.599,0.935,1,-1.779,1,0.385,0.0069,0.0136,0.397,0.254,150.696,189833,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.494,0.992,2,-6.83,1,0.0851,0.0003,0.94,0.754,0.032,135.055,222222,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.876,0.658,6,-3.119,0,0.106,0.12,0.0,0.107,0.407,159.986,198716,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.452,0.477,5,-7.074,0,0.191,0.859,0.0,0.133,0.758,180.438,196000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.979,0.401,7,-7.401,1,0.407,0.0829,0.011,0.0657,0.411,120.002,151249,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.697,0.943,10,-2.236,0,0.0655,0.0001,0.869,0.039,0.733,175.02,402268,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.838,0.624,1,-4.557,0,0.228,0.0624,0.0,0.217,0.117,191.872,157587,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
