danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Dark Trap,Emo,Hiphop,Pop,Rap,RnB,Trap Metal,Underground Rap,dnb,hardstyle,psytrance,techhouse,techno,trance,trap
0.63,0.437,4,-8.113,0,0.125,0.231,0.0,0.0885,0.455,131.996,131107,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.671,0.937,2,-7.081,1,0.23,0.0207,0.669,0.101,0.137,144.978,267128,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.688,0.896,11,-4.6,1,0.0438,0.001,0.0,0.574,0.59,140.018,276533,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.576,0.543,1,-6.133,1,0.165,0.131,0.239,0.603,0.495,173.985,397330,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,172.824,223440,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.524,0.962,11,-1.514,0,0.173,0.001,0.186,0.153,0.321,150.079,247550,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.802,0.789,1,-7.944,0,0.115,0.0,0.901,0.0787,0.166,128.01,348047,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.501,0.91,9,-5.471,1,0.0385,0.0004,0.784,0.336,0.247,137.992,219130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.495,0.955,10,-5.616,0,0.0772,0.0016,0.0016,0.131,0.485,173.934,147629,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.73,0.588,8,-8.837,0,0.0548,0.157,0.009,0.106,0.275,144.028,146625,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.413,0.828,5,-4.796,0,0.0481,0.0017,0.877,0.298,0.0922,173.983,332761,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.773,0.628,7,-5.845,1,0.0592,0.0514,0.0,0.0982,0.391,120.023,309995,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.763,0.916,7,-7.775,1,0.0574,0.0006,0.607,0.11,0.196,123.983,431282,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.562,0.674,10,-6.049,0,0.0851,0.622,0.0,0.111,0.293,122.699,220293,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.805,0.535,10,-9.388,0,0.0726,0.0001,0.636,0.0622,0.628,124.019,334839,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.574,0.997,11,-7.191,0,0.0762,0.0002,0.76,0.111,0.311,147.003,447347,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.803,0.627,6,-3.787,0,0.443,0.286,0.0,0.248,0.638,174.21,282187,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.517,0.871,9,-5.649,0,0.0828,0.0107,0.482,0.0733,0.129,175.005,246625,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.493,0.901,11,-5.638,0,0.0478,0.0061,0.894,0.158,0.0391,139.001,449784,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.835,0.707,8,-5.074,1,0.0598,0.0219,0.0,0.108,0.919,187.91,267093,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.68,0.983,2,-1.092,1,0.186,0.0117,0.0429,0.108,0.609,144.977,187043,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.451,0.875,11,-4.636,1,0.0302,0.0058,0.0,0.194,0.629,148.492,227507,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.376,0.876,4,-2.695,0,0.101,0.0345,0.0,0.125,0.25,202.082,222442,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.693,0.732,0,-4.629,1,0.0343,0.0,0.777,0.257,0.462,119.965,122788,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.627,0.878,1,-2.914,1,0.325,0.004,0.0,0.371,0.479,149.952,167600,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.71,8,-7.126,0,0.0695,0.0015,0.834,0.127,0.173,180.29,318844,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.734,0.614,1,-7.989,1,0.0354,0.0022,0.926,0.11,0.0384,124.993,431280,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.644,0.791,1,-6.744,1,0.0353,0.0351,0.927,0.161,0.0712,137.972,215652,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.276,0.696,9,-12.718,0,0.0499,0.0001,0.982,0.3,0.332,135.034,153720,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.551,0.914,7,-4.991,1,0.237,0.305,0.0147,0.0767,0.141,157.331,146536,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.691,0.659,9,-6.937,0,0.0891,0.0068,0.191,0.0807,0.304,129.187,267520,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.709,0.585,0,-5.886,0,0.0903,0.0052,0.0,0.124,0.356,130.02,178872,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.209,0.417,3,-8.74,1,0.0338,0.164,0.002,0.113,0.124,138.178,295533,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.804,0.872,9,-8.523,0,0.0654,0.375,0.933,0.0959,0.566,124.034,319355,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.662,0.966,7,-6.358,1,0.106,0.0005,0.872,0.175,0.0429,142.994,468843,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.68,0.54,1,-16.135,1,0.0412,0.195,0.864,0.112,0.0377,131.989,418793,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.865,0.678,0,-12.379,1,0.0662,0.0384,0.908,0.102,0.12,128.008,347249,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.366,0.973,4,-5.677,1,0.0461,0.0043,0.941,0.829,0.174,138.003,205217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.402,0.987,1,-6.104,0,0.0745,0.0068,0.689,0.376,0.108,137.994,212898,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.92,0.692,5,-6.003,1,0.264,0.161,0.0,0.127,0.794,196.426,218593,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.733,0.833,7,-9.286,0,0.048,0.0045,0.811,0.148,0.163,130.016,441201,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.846,0.554,1,-5.856,1,0.0991,0.0376,0.0024,0.102,0.611,163.887,121708,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.495,0.877,5,-8.923,0,0.0388,0.0005,0.897,0.675,0.413,132.042,416364,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.846,0.695,7,-8.866,1,0.047,0.0011,0.872,0.596,0.034,127.992,525238,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.774,0.835,4,-5.137,0,0.0797,0.0026,0.0,0.252,0.655,195.006,222693,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.804,0.682,11,-9.223,0,0.107,0.0019,0.928,0.0835,0.458,124.981,401337,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.803,0.994,5,-8.286,0,0.0597,0.0023,0.917,0.622,0.651,124.998,376320,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.536,0.814,10,-9.714,0,0.0329,0.398,0.93,0.0853,0.0776,217.98,255413,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.841,0.516,2,-12.32,1,0.28,0.0892,0.0,0.0781,0.26,120.007,152137,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,193467,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.427,0.844,3,-4.597,0,0.427,0.578,0.0,0.284,0.716,85.346,193733,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.63,0.83,5,-9.017,0,0.0514,0.0002,0.34,0.108,0.0999,136.005,564052,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.692,0.976,11,-8.401,0,0.0483,0.0004,0.802,0.133,0.219,150.004,453378,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.631,0.908,7,-5.93,1,0.0467,0.0,0.81,0.973,0.454,147.996,504889,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.732,0.772,2,-6.142,0,0.267,0.194,0.0,0.242,0.493,123.009,230920,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0.731,0.908,6,-7.329,1,0.0427,0.0005,0.9,0.0439,0.711,126.003,312381,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.755,0.594,7,-5.906,1,0.216,0.241,0.0,0.107,0.237,178.929,238053,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,147.974,276560,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.733,0.334,1,-11.314,1,0.0811,0.327,0.0,0.116,0.267,119.935,319973,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.721,0.949,6,-5.685,1,0.278,0.0495,0.0,0.327,0.835,166.056,240093,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.395,0.918,1,-4.076,1,0.0525,0.0032,0.0,0.201,0.283,160.016,208438,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.661,0.943,4,-2.52,0,0.0392,0.0188,0.0002,0.272,0.71,128.16,198281,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.79,0.662,11,-7.413,0,0.162,0.0157,0.591,0.629,0.443,140.03,292174,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.53,0.862,0,-7.116,1,0.051,0.0001,0.527,0.132,0.167,131.004,372074,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.856,0.947,1,-3.178,0,0.375,0.0632,0.0573,0.435,0.166,145.093,186819,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.543,0.87,5,-5.036,0,0.0509,0.0056,0.0593,0.0913,0.43,174.032,271084,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.628,0.454,0,-11.341,1,0.351,0.0935,0.0,0.221,0.648,131.449,121011,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.524,0.95,11,-2.592,0,0.097,0.0038,0.203,0.105,0.442,175.942,321968,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.642,0.556,10,-9.31,0,0.0989,0.0314,0.0044,0.0734,0.0671,157.476,188389,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0.974,0.372,1,-10.137,1,0.114,0.105,0.0,0.348,0.524,120.029,128862,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.273,0.891,11,-5.892,0,0.0983,0.0439,0.165,0.345,0.0744,149.693,229600,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.894,0.905,4,-5.766,0,0.188,0.0005,0.0,0.0853,0.505,124.95,210260,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.796,0.922,9,-8.882,0,0.119,0.0038,0.874,0.11,0.251,130.011,341038,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.522,0.932,11,-2.87,1,0.255,0.119,0.0,0.177,0.33,129.473,299507,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.823,0.331,7,-13.02,0,0.268,0.682,0.0,0.0938,0.342,112.779,169972,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.92,0.53,4,-7.399,0,0.341,0.187,0.0,0.103,0.363,123.968,255483,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.666,0.764,11,-5.145,0,0.116,0.0081,0.62,0.126,0.18,130.05,473298,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.506,0.979,3,-5.846,0,0.0857,0.0007,0.692,0.481,0.382,137.968,478372,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.644,0.829,11,-5.831,0,0.0506,0.105,0.674,0.115,0.417,149.997,348800,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.57,0.493,5,-5.425,0,0.0863,0.0068,0.0,0.051,0.728,180.009,203973,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.547,0.596,8,-7.744,0,0.192,0.342,0.335,0.148,0.368,159.985,208493,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.689,0.874,10,-5.121,0,0.0571,0.021,0.0,0.335,0.8,123.012,144024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.302,0.96,8,-2.791,1,0.493,0.0043,0.0,0.104,0.452,163.314,186844,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,221253,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.858,0.767,7,-8.645,1,0.302,0.0067,0.0,0.0489,0.753,183.044,226800,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.511,0.672,9,-6.171,0,0.0571,0.0688,0.0047,0.121,0.253,150.029,166400,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.522,0.881,7,-5.231,1,0.0847,0.003,0.0001,0.0939,0.369,130.084,232200,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.652,0.317,2,-13.87,0,0.0301,0.35,0.889,0.0813,0.26,129.995,258115,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.837,0.482,8,-8.608,0,0.365,0.268,0.0,0.0991,0.444,143.01,169532,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.697,0.493,5,-7.989,0,0.234,0.317,0.0,0.108,0.25,145.904,187089,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.484,0.765,1,-5.546,0,0.183,0.196,0.0,0.173,0.219,160.069,174000,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.804,0.66,8,-4.574,0,0.0614,0.178,0.0,0.25,0.723,165.944,174628,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.574,0.986,5,-2.528,0,0.244,0.0008,0.577,0.306,0.293,149.986,207311,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.606,0.913,1,-5.716,0,0.0376,0.0063,0.764,0.3,0.088,138.002,379144,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.395,0.826,2,-4.325,1,0.0755,0.0002,0.664,0.303,0.537,173.984,294413,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.469,0.444,7,-7.989,1,0.027,0.0857,0.0006,0.178,0.352,179.967,250533,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.573,0.967,2,-1.515,1,0.0552,0.0016,0.868,0.0338,0.833,123.023,197073,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8,0.62,7,-10.447,1,0.0749,0.0002,0.724,0.108,0.121,125.004,564480,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.76,0.585,3,-7.307,1,0.161,0.0102,0.0005,0.308,0.455,182.358,311040,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.836,0.664,1,-10.035,1,0.401,0.218,0.0,0.116,0.656,160.07,197854,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.627,0.907,6,-4.749,0,0.178,0.0526,0.0006,0.214,0.439,140.122,246909,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.191,0.673,4,-9.178,0,0.0576,0.0255,0.0007,0.443,0.22,119.438,150000,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.76,0.92,1,-7.948,0,0.0528,0.0068,0.886,0.122,0.0383,132.009,492000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.665,0.819,2,-8.867,1,0.0719,0.0052,0.833,0.0945,0.339,138.019,482021,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.486,0.709,2,-5.554,1,0.0361,0.0112,0.748,0.163,0.0818,118.964,316639,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37,0.592,2,-10.913,0,0.234,0.11,0.0,0.514,0.244,107.654,96524,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.553,0.754,2,-6.186,1,0.143,0.0009,0.0555,0.375,0.398,139.799,289286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.668,0.94,6,-6.742,1,0.0364,0.0224,0.682,0.0575,0.822,135.975,202493,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.667,0.989,8,-8.643,0,0.0318,0.0002,0.887,0.281,0.0379,128.985,380675,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.333,0.851,7,-5.293,1,0.0948,0.0101,0.0,0.277,0.44,108.25,303093,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.775,0.485,11,-10.547,0,0.135,0.3,0.0235,0.141,0.04,104.998,260688,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.509,0.629,0,-6.434,1,0.0335,0.209,0.0,0.369,0.237,160.024,209307,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.513,0.707,0,-4.242,1,0.0466,0.0012,0.191,0.204,0.0537,173.998,334853,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.503,0.576,6,-9.227,0,0.388,0.137,0.0,0.145,0.862,186.826,159480,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.625,0.661,4,-10.004,0,0.039,0.0022,0.878,0.101,0.254,124.995,473485,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.944,0.483,8,-8.136,1,0.326,0.0109,0.0,0.168,0.258,129.955,133385,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.694,0.922,9,-8.428,1,0.039,0.001,0.862,0.113,0.118,128.015,435653,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.336,0.564,4,-12.32,1,0.315,0.001,0.755,0.238,0.0399,200.405,60000,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.731,0.803,8,-7.23,1,0.0506,0.249,0.0,0.0902,0.452,189.038,162712,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.84,0.394,9,-12.328,1,0.334,0.566,0.0,0.11,0.676,186.026,165973,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.481,0.873,10,-8.791,0,0.047,0.0,0.773,0.266,0.0737,133.962,148520,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.727,0.506,1,-10.202,1,0.212,0.434,0.0014,0.211,0.154,200.004,173893,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.784,0.567,10,-8.988,0,0.0535,0.0083,0.911,0.0882,0.0743,131.995,510909,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.752,0.698,1,-4.794,1,0.0678,0.0072,0.849,0.216,0.281,173.996,257828,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.504,0.918,7,-2.371,1,0.0553,0.0017,0.557,0.0505,0.126,150.01,313600,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.79,0.744,8,-9.966,0,0.0502,0.0181,0.879,0.105,0.107,126.007,399519,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.754,0.45,4,-10.945,1,0.0439,0.372,0.0,0.0866,0.167,220.154,108069,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.787,0.894,4,-6.349,1,0.0853,0.0205,0.007,0.109,0.8,123.995,294500,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.754,0.631,7,-4.751,0,0.307,0.552,0.0,0.5,0.432,189.154,178213,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.561,0.985,6,-1.339,1,0.114,0.0171,0.342,0.0501,0.549,150.032,214400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.379,0.928,8,-4.082,1,0.218,0.0003,0.244,0.179,0.499,150.492,192000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.313,0.761,4,-8.509,0,0.266,0.442,0.0,0.741,0.591,162.606,237107,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.64,0.841,1,-7.356,0,0.0355,0.151,0.817,0.128,0.1,137.989,414184,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.44,0.98,8,-5.766,0,0.133,0.0004,0.24,0.321,0.12,138.01,245217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.702,0.88,7,-10.74,1,0.0606,0.0049,0.728,0.316,0.13,134.999,357394,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.592,0.778,8,-4.449,0,0.0569,0.0175,0.647,0.0877,0.127,145.007,235522,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.998,1,-6.419,0,0.0748,0.0024,0.797,0.291,0.368,140.006,260571,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.694,0.595,10,-5.926,0,0.298,0.083,0.0,0.0628,0.138,119.859,225200,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.498,0.458,11,-6.511,1,0.21,0.294,0.0052,0.23,0.26,136.144,175450,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.51,0.624,1,-6.727,0,0.0397,0.0003,0.812,0.1,0.04,173.988,267952,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.663,0.587,8,-7.182,1,0.0321,0.1,0.0002,0.206,0.495,165.07,178911,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.601,0.952,9,-5.743,1,0.0376,0.0001,0.664,0.267,0.491,144.004,506625,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.796,0.426,1,-13.207,1,0.285,0.356,0.0,0.0941,0.649,150.043,128014,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.713,0.47,9,-8.698,1,0.0864,0.606,0.0,0.306,0.0825,169.036,187587,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.679,0.821,0,-8.339,0,0.065,0.006,0.887,0.128,0.596,145.02,478493,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.891,0.298,0,-18.127,1,0.17,0.122,0.0,0.151,0.598,199.944,230713,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.612,0.823,4,-6.369,1,0.117,0.0063,0.0,0.413,0.909,147.907,174933,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.865,0.23,7,-16.194,1,0.253,0.005,0.0001,0.313,0.313,140.014,116750,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,0.937,4,-5.679,0,0.0377,0.0064,0.68,0.228,0.101,135.046,193679,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.53,0.952,2,-6.043,1,0.0382,0.0,0.749,0.889,0.207,147.969,436216,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.695,0.609,0,-3.638,0,0.0912,0.189,0.0,0.0998,0.369,126.091,256026,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.416,0.333,8,-10.359,1,0.0329,0.0219,0.77,0.112,0.0388,129.985,148392,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.81,0.866,9,-7.302,1,0.0654,0.0001,0.853,0.0512,0.357,124.015,387097,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.777,0.716,11,-5.327,1,0.347,0.294,0.0,0.665,0.593,191.512,159787,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.727,0.668,1,-11.618,1,0.0852,0.0,0.793,0.132,0.0393,129.994,376623,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.674,0.748,7,-7.598,1,0.0441,0.014,0.871,0.0929,0.346,123.005,518989,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.607,0.719,8,-4.086,1,0.117,0.0277,0.0,0.465,0.213,140.08,130064,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.817,0.866,11,-4.63,1,0.0543,0.002,0.177,0.126,0.702,128.009,288750,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.773,0.647,10,-3.218,0,0.14,0.0054,0.141,0.615,0.299,177.071,305085,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.755,0.563,6,-8.917,0,0.18,0.245,0.0,0.152,0.4,140.987,273133,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.694,0.711,8,-5.525,1,0.221,0.0397,0.0,0.112,0.283,138.049,127524,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.434,0.854,7,-3.779,1,0.14,0.0066,0.0,0.367,0.269,162.604,217285,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.637,0.904,6,-5.846,0,0.174,0.0533,0.487,0.176,0.477,124.953,193920,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.589,0.944,9,-6.775,1,0.0603,0.0003,0.683,0.168,0.511,147.993,368108,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.63,0.931,10,-2.424,0,0.306,0.104,0.0001,0.335,0.738,182.02,142613,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.794,0.773,6,-6.065,1,0.166,0.0029,0.0003,0.326,0.553,184.93,283373,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.697,0.684,9,-4.077,0,0.0909,0.343,0.0,0.0705,0.687,140.051,196286,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.819,0.768,8,-8.522,1,0.134,0.234,0.0,0.334,0.964,139.982,185131,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.908,0.809,1,-6.121,1,0.183,0.0222,0.0002,0.0726,0.201,129.982,193846,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.773,0.984,5,-7.071,0,0.0541,0.0108,0.891,0.0361,0.646,122.995,347317,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.941,0.556,2,-7.894,1,0.106,0.074,0.738,0.0632,0.641,123.006,375000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.596,0.741,10,-8.286,0,0.0373,0.0003,0.862,0.114,0.262,143.001,465928,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.789,0.613,1,-6.627,1,0.216,0.0729,0.0002,0.101,0.425,147.946,104600,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.574,0.576,1,-8.267,1,0.0446,0.0579,0.0015,0.208,0.287,145.094,254897,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.81,0.608,1,-3.244,1,0.473,0.0084,0.0,0.275,0.309,156.978,98599,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.545,0.894,3,-5.249,0,0.0602,0.0122,0.0001,0.383,0.19,129.912,227920,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.866,0.931,8,-4.475,0,0.0748,0.0025,0.207,0.11,0.935,123.982,193548,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.717,0.963,11,-2.882,0,0.138,0.001,0.807,0.107,0.0778,140.005,348707,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
