danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.669,0.97,6,-6.095,0,0.0534,0.0002,0.848,0.353,0.19,143.005,375944,3,psytrance
0.797,0.731,9,-4.443,0,0.0479,0.229,0.0,0.224,0.623,146.93,228387,4,Rap
0.711,0.903,10,-3.429,0,0.0808,0.0002,0.256,0.0955,0.0757,174.034,287947,4,dnb
0.437,0.85,8,-5.371,1,0.0509,0.0001,0.839,0.664,0.0746,174.079,317241,4,dnb
0.489,0.915,10,-2.248,0,0.084,0.0663,0.0003,0.0767,0.23,149.96,236800,4,hardstyle
0.67,0.769,9,-5.592,1,0.0701,0.0028,0.869,0.286,0.614,144.987,125793,4,Dark Trap
0.563,0.784,1,-2.548,1,0.0857,0.0023,0.756,0.389,0.299,145.144,253246,4,trap
0.495,0.938,1,-0.702,1,0.0597,0.0,0.526,0.118,0.0386,139.892,308580,4,trap
0.743,0.767,6,-2.944,1,0.168,0.143,0.0,0.0421,0.82,170.539,235133,4,RnB
0.523,0.962,6,-3.108,0,0.0492,0.002,0.554,0.101,0.151,155.016,235355,4,trap
0.495,0.952,8,-2.576,0,0.163,0.125,0.0845,0.104,0.101,172.024,256720,4,dnb
0.72,0.949,9,-7.185,1,0.0551,0.0002,0.831,0.135,0.382,147.018,452245,4,psytrance
0.517,0.825,1,-3.921,0,0.0479,0.142,0.0,0.0897,0.237,150.009,229600,4,hardstyle
0.728,0.505,8,-6.361,1,0.185,0.731,0.0,0.107,0.646,155.082,222968,4,Underground Rap
0.797,0.669,8,-8.643,1,0.355,0.587,0.0,0.0982,0.645,154.063,197916,4,Underground Rap
0.7,0.651,7,-8.943,1,0.0676,0.0076,0.79,0.265,0.0382,138.026,448795,3,psytrance
0.346,0.41,1,-9.419,1,0.0289,0.0355,0.154,0.358,0.0379,151.749,354638,4,Dark Trap
0.632,0.88,8,-0.736,0,0.467,0.0394,0.0001,0.267,0.813,142.965,164554,4,trap
0.603,0.701,5,-7.903,0,0.0632,0.63,0.353,0.146,0.466,119.974,170839,4,Dark Trap
0.474,0.731,7,-3.072,0,0.0812,0.0603,0.0,0.133,0.199,149.874,182400,4,trap
0.428,0.276,4,-11.729,1,0.0312,0.732,0.0,0.117,0.0382,198.39,280000,1,Emo
0.774,0.513,7,-5.024,1,0.0778,0.907,0.0,0.11,0.324,182.06,108132,4,Emo
0.678,0.401,8,-12.436,1,0.0404,0.121,0.844,0.116,0.133,130.01,140375,4,Dark Trap
0.392,0.898,4,-3.92,1,0.0694,0.0,0.0,0.117,0.627,155.007,236973,4,Emo
0.451,0.881,2,-7.313,1,0.0375,0.0823,0.0,0.328,0.822,124.331,224267,4,Emo
0.721,0.603,9,-6.705,1,0.272,0.12,0.0,0.936,0.405,150.036,199195,4,Hiphop
0.867,0.587,6,-8.125,0,0.21,0.0725,0.0,0.102,0.456,110.142,149185,4,Underground Rap
0.807,0.908,1,-7.38,1,0.0927,0.0006,0.914,0.0605,0.641,125.993,370875,4,techhouse
0.622,0.931,10,0.503,1,0.0671,0.0026,0.0009,0.32,0.24,150.062,157050,4,trap
0.906,0.596,9,-8.003,0,0.457,0.089,0.0,0.136,0.571,182.054,221453,4,Underground Rap
0.785,0.26,2,-14.511,0,0.172,0.611,0.0,0.115,0.551,127.963,243755,4,Underground Rap
0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.241,0.247,166.762,143713,4,Underground Rap
0.742,0.692,5,-7.248,0,0.246,0.0002,0.913,0.112,0.309,129.994,373702,4,techno
0.83,0.59,6,-6.645,1,0.0511,0.0012,0.648,0.257,0.286,125.986,373333,4,techhouse
0.676,0.338,5,-8.634,1,0.0568,0.668,0.142,0.0887,0.116,160.097,120001,4,Hiphop
0.621,0.73,5,-5.414,0,0.107,0.0967,0.0001,0.673,0.464,139.566,195320,4,Hiphop
0.635,0.847,7,-3.152,1,0.447,0.533,0.0,0.154,0.568,166.072,234650,4,Underground Rap
0.839,0.636,1,-9.584,1,0.323,0.0035,0.0,0.149,0.113,159.956,96967,4,Underground Rap
0.284,0.704,2,-7.276,1,0.186,0.0058,0.0001,0.0424,0.1,191.702,234707,4,Emo
0.529,0.722,11,-8.457,0,0.11,0.02,0.0042,0.415,0.363,127.993,266250,4,trance
0.832,0.593,11,-6.919,1,0.0857,0.0546,0.0,0.109,0.344,140.007,193560,4,Dark Trap
0.52,0.791,7,-3.216,0,0.0401,0.0029,0.35,0.212,0.229,176.009,328476,4,dnb
0.225,0.908,10,-3.529,1,0.0463,0.0001,0.0,0.31,0.331,173.916,274488,4,dnb
0.466,0.901,6,-5.299,0,0.199,0.0,0.0472,0.143,0.428,172.065,100070,4,Trap Metal
0.355,0.311,8,-11.543,1,0.104,0.729,0.0001,0.206,0.227,151.698,109413,1,RnB
0.738,0.712,10,-6.273,0,0.0897,0.0226,0.0,0.0773,0.358,149.005,161493,4,Dark Trap
0.546,0.155,0,-14.378,1,0.0428,0.987,0.0001,0.18,0.512,144.662,199800,4,Emo
0.525,0.52,2,-8.602,1,0.0323,0.006,0.0,0.583,0.0719,124.839,172080,4,Underground Rap
0.689,0.566,5,-6.897,1,0.206,0.168,0.0001,0.082,0.449,174.066,242840,4,RnB
0.671,0.937,2,-7.081,1,0.23,0.0207,0.669,0.101,0.137,144.978,267128,4,psytrance
0.7,0.894,6,-3.399,1,0.173,0.0585,0.0,0.64,0.879,180.722,266373,4,Hiphop
0.711,0.778,2,-6.346,1,0.0897,0.0273,0.0,0.103,0.827,160.018,108984,4,Hiphop
0.737,0.754,1,-7.561,1,0.0517,0.0012,0.913,0.109,0.0391,128.002,472555,4,techno
0.757,0.625,1,-7.271,1,0.143,0.336,0.345,0.129,0.389,146.023,172253,4,Rap
0.778,0.503,6,-12.357,0,0.0512,0.136,0.9,0.0721,0.541,128.014,412500,4,techno
0.679,0.974,6,-4.768,1,0.0654,0.0005,0.857,0.518,0.292,125.002,303360,4,techno
0.821,0.82,1,-1.562,1,0.233,0.178,0.0,0.149,0.564,188.1,187400,4,RnB
0.673,0.596,11,-6.489,0,0.0438,0.316,0.0,0.107,0.22,150.044,226720,4,RnB
0.59,0.903,10,-9.413,0,0.0566,0.227,0.915,0.113,0.418,134.998,309333,3,techno
0.667,0.601,8,-8.025,0,0.481,0.352,0.0,0.16,0.716,166.74,152179,4,Hiphop
0.971,0.614,10,-5.844,0,0.113,0.0767,0.0,0.236,0.27,112.994,169887,4,Rap
0.459,0.977,9,-5.653,0,0.0722,0.0003,0.0503,0.353,0.072,138.044,220864,4,trance
0.565,0.963,5,-7.353,0,0.0427,0.0004,0.793,0.688,0.54,139.995,421484,4,trance
0.713,0.632,1,-7.685,1,0.105,0.0589,0.0,0.105,0.373,170.009,181290,4,Hiphop
0.842,0.801,6,-1.217,1,0.268,0.0135,0.0047,0.0817,0.369,140.013,274304,4,trap
0.506,0.979,3,-5.846,0,0.0857,0.0007,0.692,0.481,0.382,137.968,478372,4,trance
0.671,0.921,4,-3.536,0,0.0367,0.0238,0.263,0.151,0.704,119.987,180000,4,techhouse
0.497,0.923,2,-4.512,1,0.137,0.0028,0.0,0.158,0.667,181.075,198000,4,Emo
0.843,0.806,6,-5.156,1,0.367,0.0729,0.0,0.758,0.821,195.716,139610,4,Underground Rap
0.617,0.635,11,-6.769,0,0.0317,0.0498,0.0,0.164,0.446,206.038,247160,4,Pop
0.31,0.982,9,-3.328,0,0.213,0.238,0.0001,0.32,0.0802,135.058,369778,4,Dark Trap
0.814,0.887,2,-5.94,1,0.163,0.0016,0.035,0.0602,0.86,124.989,230405,4,techhouse
0.619,0.861,1,-6.121,1,0.0762,0.0077,0.794,0.116,0.294,142.047,298998,4,psytrance
0.717,0.597,10,-4.465,1,0.0838,0.383,0.0,0.14,0.44,154.096,134853,4,RnB
0.749,0.795,7,-10.774,1,0.0838,0.599,0.922,0.0952,0.275,130.001,376838,4,techno
0.62,0.609,6,-9.13,1,0.254,0.13,0.0,0.215,0.892,181.79,242637,4,Underground Rap
0.447,0.917,5,-2.601,0,0.0406,0.241,0.002,0.205,0.259,155.081,226104,4,hardstyle
0.655,0.733,8,-4.401,1,0.0324,0.0008,0.0,0.0792,0.569,116.984,215093,4,Emo
0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333,4,Underground Rap
0.721,0.664,11,-11.195,0,0.101,0.017,0.82,0.102,0.318,137.005,462482,4,psytrance
0.548,0.936,7,-1.799,1,0.191,0.0004,0.778,0.0827,0.574,174.023,313103,4,dnb
0.754,0.436,6,-9.183,0,0.392,0.449,0.0,0.104,0.402,194.188,258247,4,RnB
0.626,0.989,0,-4.682,1,0.0724,0.0,0.827,0.521,0.347,148.001,528599,3,psytrance
0.659,0.465,1,-10.777,1,0.0835,0.165,0.0306,0.329,0.146,124.964,173663,4,Underground Rap
0.621,0.702,7,-9.097,1,0.159,0.0002,0.747,0.233,0.188,127.011,310404,4,techno
0.903,0.542,4,-10.699,0,0.387,0.181,0.0,0.0898,0.714,138.06,189806,4,Underground Rap
0.628,0.956,1,-8.977,1,0.0693,0.0,0.828,0.157,0.456,147.99,395676,4,psytrance
0.792,0.951,4,-4.687,1,0.0479,0.0006,0.108,0.0758,0.643,125.002,241920,4,techhouse
0.488,0.876,2,-3.191,1,0.186,0.0024,0.0,0.295,0.0586,174.039,192414,4,dnb
0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183,206373,4,Pop
0.877,0.404,0,-9.72,1,0.448,0.0408,0.0,0.234,0.219,127.248,191600,4,Rap
0.502,0.633,1,-5.8,1,0.419,0.0099,0.0,0.389,0.552,166.452,349600,4,Underground Rap
0.797,0.599,7,-8.203,1,0.165,0.0006,0.912,0.112,0.0399,127.999,421875,4,techno
0.441,0.977,1,-3.097,1,0.241,0.001,0.647,0.492,0.102,150.076,214196,4,hardstyle
0.494,0.939,1,-3.127,1,0.126,0.0067,0.0,0.139,0.893,177.751,175093,4,Emo
0.935,0.352,1,-12.656,1,0.065,0.186,0.102,0.0883,0.164,120.042,90240,4,Dark Trap
0.595,0.913,9,-3.891,1,0.137,0.0022,0.0,0.314,0.511,155.051,184258,4,hardstyle
0.777,0.627,7,-6.142,1,0.0792,0.356,0.0,0.0956,0.444,200.108,214480,4,Pop
0.666,0.932,2,-5.575,1,0.664,0.0089,0.0,0.41,0.524,168.02,135764,4,Trap Metal
0.313,0.426,8,-9.049,1,0.0435,0.853,0.0004,0.181,0.107,190.318,209107,4,Dark Trap
0.729,0.619,2,-6.798,1,0.386,0.204,0.0,0.0948,0.649,176.04,207693,4,Hiphop
0.5,0.991,1,-2.432,1,0.427,0.0101,0.091,0.297,0.0763,150.688,288000,4,trap
0.569,0.945,11,-6.554,0,0.0482,0.0,0.672,0.606,0.1,143.022,480420,4,psytrance
0.486,0.936,7,-5.751,0,0.0623,0.0636,0.0,0.343,0.291,149.988,165980,4,hardstyle
0.871,0.879,7,-3.729,1,0.239,0.0153,0.0002,0.116,0.49,166.006,127229,4,Dark Trap
0.441,0.946,3,-1.37,0,0.0742,0.0234,0.0976,0.275,0.105,174.018,273827,4,dnb
0.436,0.886,11,-6.608,0,0.0387,0.0159,0.0866,0.0888,0.169,132.027,187130,4,trance
0.568,0.851,6,-4.896,0,0.0627,0.101,0.0159,0.374,0.16,137.954,262609,4,trance
0.598,0.98,4,-3.574,0,0.185,0.0018,0.316,0.508,0.039,149.977,176800,4,hardstyle
0.903,0.936,8,-4.947,0,0.0863,0.0076,0.0289,0.0188,0.762,128.0,217734,4,techhouse
0.807,0.985,8,-6.008,1,0.0752,0.0023,0.88,0.0422,0.807,123.991,209465,4,techhouse
0.75,0.486,11,-11.057,1,0.514,0.0908,0.0,0.0957,0.239,168.662,170919,4,Underground Rap
0.58,0.603,1,-4.467,1,0.0445,0.0016,0.0,0.137,0.0856,117.931,169800,3,Dark Trap
0.576,0.476,1,-8.903,1,0.222,0.0233,0.0001,0.18,0.214,107.889,118399,3,Underground Rap
0.545,0.894,3,-5.249,0,0.0602,0.0122,0.0001,0.383,0.19,129.912,227920,4,trance
0.553,0.724,4,-6.628,1,0.0708,0.0027,0.0001,0.225,0.296,128.01,190000,4,trance
0.625,0.559,10,-8.859,0,0.034,0.0031,0.916,0.0929,0.0738,129.991,452512,4,psytrance
0.407,0.925,11,-4.155,0,0.0747,0.0113,0.0025,0.192,0.119,151.993,214733,4,trap
0.773,0.869,8,-10.401,1,0.0707,0.0032,0.903,0.0791,0.0678,129.007,380417,4,techno
0.725,0.552,11,-7.369,0,0.0475,0.15,0.0,0.214,0.582,111.996,291500,4,RnB
0.777,0.558,1,-8.838,1,0.198,0.0702,0.0,0.092,0.407,181.992,213626,4,Underground Rap
0.106,0.849,4,-3.737,0,0.121,0.0002,0.0008,0.346,0.204,121.442,142951,3,Trap Metal
0.674,0.712,1,-5.835,0,0.405,0.434,0.0,0.0968,0.641,180.378,191000,4,RnB
0.668,0.811,0,-10.251,0,0.0473,0.0252,0.916,0.111,0.0816,129.992,444923,4,techno
0.734,0.981,2,-0.497,1,0.167,0.0173,0.0,0.128,0.283,145.259,225112,4,trap
0.779,0.539,1,-8.042,1,0.317,0.0151,0.0,0.382,0.607,194.9,162560,4,Underground Rap
0.845,0.938,9,-5.891,0,0.0502,0.0031,0.855,0.0896,0.755,127.007,371811,4,techhouse
0.55,0.779,0,-3.841,1,0.211,0.0135,0.0,0.333,0.315,150.069,230281,4,RnB
0.733,0.66,4,-6.87,0,0.0436,0.0219,0.0,0.151,0.259,138.034,227027,4,Hiphop
0.75,0.558,6,-8.628,0,0.203,0.0766,0.0,0.371,0.411,140.146,258373,4,Hiphop
0.907,0.851,1,-5.306,1,0.114,0.0089,0.344,0.0614,0.647,126.042,206190,4,techhouse
0.537,0.948,5,-3.08,0,0.38,0.158,0.0,0.356,0.761,186.057,286267,4,Hiphop
0.418,0.771,10,-7.188,0,0.0738,0.0607,0.006,0.449,0.405,194.6,416693,4,Underground Rap
0.778,0.707,4,-3.606,0,0.0746,0.0459,0.0,0.111,0.458,126.684,190355,4,Rap
0.753,0.583,8,-9.367,1,0.0601,0.119,0.0494,0.0813,0.0735,140.032,198889,4,Dark Trap
0.46,0.952,1,-4.374,1,0.0844,0.0118,0.0,0.424,0.395,149.916,168450,4,hardstyle
0.487,0.712,0,-8.836,1,0.0513,0.0825,0.0,0.145,0.134,113.275,113267,5,Dark Trap
0.713,0.907,10,-1.549,0,0.322,0.0723,0.0,0.317,0.366,149.598,204808,4,trap
0.891,0.894,9,-1.755,1,0.201,0.268,0.0668,0.0871,0.95,150.023,83263,4,Underground Rap
0.674,0.815,10,-11.903,0,0.0391,0.257,0.876,0.826,0.504,128.088,380293,4,trance
0.646,0.6,9,-6.569,1,0.458,0.231,0.0,0.0794,0.811,192.082,223973,4,RnB
0.848,0.485,11,-6.432,0,0.0491,0.0013,0.011,0.0421,0.306,123.993,408067,4,techhouse
0.594,0.676,10,-11.724,0,0.0389,0.0182,0.814,0.0791,0.135,129.996,449909,4,techno
0.824,0.994,7,-5.18,1,0.0481,0.0028,0.0079,0.0473,0.962,128.018,189375,4,techhouse
0.241,0.893,8,-5.791,1,0.462,0.0181,0.0,0.255,0.434,163.04,119572,4,Trap Metal
0.666,0.693,1,-3.638,1,0.199,0.047,0.0,0.115,0.132,159.972,219754,4,Underground Rap
0.784,0.448,7,-7.672,1,0.37,0.166,0.0,0.136,0.531,127.874,212376,4,Rap
0.602,0.5,8,-9.377,1,0.298,0.477,0.0001,0.295,0.395,132.798,223630,4,RnB
0.413,0.921,8,-5.755,1,0.638,0.0012,0.0002,0.694,0.0675,154.977,198320,4,hardstyle
0.906,0.426,7,-11.357,1,0.167,0.0683,0.0075,0.111,0.286,127.944,95547,4,Underground Rap
0.574,0.856,11,-8.401,0,0.0479,0.0,0.882,0.0999,0.123,132.001,365611,3,techno
0.876,0.768,7,-6.606,1,0.201,0.112,0.0,0.283,0.72,111.958,124676,5,Dark Trap
0.772,0.579,7,-9.996,1,0.474,0.092,0.0,0.123,0.58,162.957,176058,4,Rap
0.702,0.983,5,-7.231,0,0.064,0.0,0.703,0.109,0.254,149.021,438718,4,psytrance
0.805,0.442,10,-12.507,0,0.402,0.0841,0.0,0.107,0.597,172.979,129411,4,Underground Rap
0.711,0.746,1,-4.224,1,0.253,0.0289,0.0,0.371,0.279,192.048,225573,4,Hiphop
0.451,0.271,10,-17.564,0,0.0326,0.114,0.84,0.103,0.035,111.05,346423,4,Dark Trap
0.775,0.667,7,-9.685,1,0.0396,0.0058,0.788,0.351,0.0783,132.013,187949,4,trance
0.362,0.957,7,-5.99,1,0.0371,0.0,0.902,0.234,0.299,131.997,247852,4,trance
0.58,0.894,1,-4.917,1,0.0744,0.0003,0.0004,0.272,0.332,159.954,102011,4,Trap Metal
0.369,0.545,8,-9.25,0,0.0342,0.0092,0.0008,0.354,0.0398,135.302,149838,4,Dark Trap
0.791,0.935,3,-4.118,0,0.074,0.0701,0.0037,0.0511,0.802,121.999,159010,4,techhouse
0.67,0.97,11,-5.24,0,0.0569,0.0017,0.0001,0.131,0.687,124.989,215520,4,techhouse
0.344,0.925,1,-4.295,0,0.133,0.0067,0.0002,0.139,0.0759,154.928,205226,4,hardstyle
0.516,0.854,1,-6.224,1,0.049,0.0315,0.0114,0.0675,0.162,120.087,319307,4,Emo
0.582,0.671,0,-6.692,1,0.0307,0.184,0.451,0.711,0.0799,127.949,218493,4,Dark Trap
0.383,0.218,7,-21.03,1,0.0487,0.911,0.702,0.109,0.0465,175.97,70909,3,Dark Trap
0.495,0.403,1,-9.731,1,0.301,0.5,0.0,0.7,0.555,140.415,391907,3,RnB
0.518,0.847,4,-4.515,0,0.219,0.0106,0.0,0.261,0.525,162.931,136564,4,Underground Rap
0.637,0.834,7,-3.267,1,0.349,0.0204,0.0,0.448,0.564,161.58,213633,4,trap
0.8,0.603,1,-6.947,0,0.0359,0.0979,0.001,0.108,0.51,114.977,145972,4,Underground Rap
0.618,0.956,5,-3.876,0,0.0799,0.0011,0.285,0.292,0.493,149.93,249600,4,trap
0.442,0.989,4,-4.086,1,0.0895,0.0261,0.199,0.266,0.0454,137.978,264361,4,trance
0.612,0.986,1,-2.213,1,0.304,0.0484,0.017,0.426,0.499,150.046,167200,4,trap
0.536,0.913,10,-7.851,1,0.0575,0.0021,0.36,0.326,0.176,125.821,305187,4,trance
0.814,0.613,6,-8.253,1,0.183,0.0093,0.883,0.0612,0.0807,137.96,578819,4,psytrance
0.544,0.93,7,-7.603,1,0.0414,0.0001,0.791,0.123,0.0614,126.024,217619,4,trance
0.429,0.746,5,-5.844,0,0.0478,0.0469,0.0077,0.106,0.488,174.002,245717,4,dnb
0.534,0.83,4,-6.341,0,0.0438,0.0003,0.847,0.655,0.0352,128.058,206250,4,trance
0.701,0.464,5,-8.952,1,0.101,0.773,0.755,0.119,0.359,140.955,127080,4,Dark Trap
0.765,0.574,5,-8.456,1,0.31,0.0585,0.0,0.22,0.606,140.017,147413,4,Hiphop
0.398,0.709,4,-4.602,0,0.211,0.334,0.0,0.142,0.714,156.178,243227,1,RnB
0.522,0.969,5,-3.468,0,0.307,0.0094,0.0766,0.433,0.199,149.973,248000,4,hardstyle
0.917,0.682,6,-7.846,1,0.074,0.187,0.0,0.0938,0.711,198.076,106736,4,Underground Rap
0.815,0.493,11,-8.319,0,0.399,0.0211,0.0,0.0876,0.719,159.889,234000,4,Underground Rap
0.817,0.552,8,-10.8,0,0.386,0.032,0.0,0.826,0.808,204.022,291067,4,Hiphop
0.65,0.418,6,-12.363,1,0.0451,0.467,0.0001,0.101,0.265,127.206,233857,4,Hiphop
0.569,0.885,11,-4.54,0,0.0445,0.0005,0.57,0.545,0.237,173.998,318513,4,dnb
0.63,0.939,1,-7.28,1,0.0948,0.0004,0.72,0.0698,0.148,129.997,465374,4,techno
0.683,0.872,9,-9.084,1,0.176,0.0015,0.806,0.361,0.0661,138.072,460000,4,psytrance
0.679,0.923,6,-7.039,0,0.0504,0.0045,0.796,0.0689,0.129,174.022,297931,4,dnb
0.505,0.929,9,-2.603,1,0.0411,0.0043,0.838,0.0843,0.177,174.004,288402,4,dnb
0.57,0.902,7,-7.722,1,0.0664,0.0015,0.531,0.253,0.0395,150.027,357200,4,hardstyle
0.459,0.596,1,-10.934,1,0.0799,0.0466,0.207,0.168,0.0565,126.02,192684,4,Dark Trap
0.798,0.79,6,-11.345,0,0.0898,0.0123,0.933,0.112,0.0355,131.027,388400,4,techno
0.585,0.722,4,-7.305,0,0.0362,0.0022,0.0081,0.0909,0.0542,113.92,210548,4,Dark Trap
0.639,0.678,7,-7.551,1,0.0571,0.207,0.0,0.141,0.446,140.043,279351,4,Dark Trap
0.86,0.569,7,-7.221,1,0.0828,0.0413,0.34,0.0857,0.36,109.078,216149,4,RnB
0.62,0.782,8,-11.055,0,0.0453,0.0019,0.863,0.203,0.583,139.989,420624,4,trance
0.688,0.929,0,-2.62,1,0.0567,0.0026,0.861,0.606,0.458,145.063,216828,4,trap
0.838,0.626,0,-4.214,1,0.0396,0.0021,0.0001,0.0221,0.108,97.994,163514,4,Rap
0.697,0.632,1,-9.644,1,0.0555,0.178,0.0374,0.115,0.859,160.114,97500,4,Dark Trap
0.934,0.825,4,-6.268,1,0.155,0.0072,0.071,0.0277,0.819,124.004,350525,4,techhouse
0.597,0.956,11,-6.824,0,0.0444,0.0005,0.846,0.224,0.0395,137.996,459130,4,psytrance
0.813,0.483,3,-8.044,0,0.457,0.144,0.0,0.0991,0.398,132.954,202105,4,Dark Trap
0.692,0.779,6,-4.979,1,0.295,0.0366,0.0,0.615,0.773,192.794,321840,4,Hiphop
0.721,0.695,10,-4.238,0,0.0608,0.338,0.0,0.209,0.358,180.028,184892,4,Underground Rap
0.546,0.787,6,-3.357,0,0.0456,0.0008,0.672,0.0905,0.266,130.113,114471,4,Trap Metal
0.798,0.695,6,-6.391,1,0.167,0.0137,0.0,0.106,0.328,200.044,184869,4,Underground Rap
0.301,0.952,0,-1.559,1,0.15,0.0019,0.0014,0.0736,0.358,174.037,285517,4,dnb
0.451,0.663,9,-8.036,0,0.121,0.0497,0.578,0.271,0.111,143.75,248432,4,trap
0.778,0.562,1,-7.266,1,0.345,0.214,0.0,0.0821,0.662,152.992,197594,4,Underground Rap
0.696,0.592,1,-6.281,1,0.319,0.152,0.0,0.127,0.232,188.051,122680,4,Underground Rap
0.339,0.67,2,-5.995,1,0.0457,0.0303,0.0369,0.225,0.383,114.903,220867,4,Pop
0.504,0.317,6,-15.761,0,0.0502,0.742,0.285,0.403,0.115,139.774,156000,4,Dark Trap
0.858,0.598,1,-7.407,0,0.357,0.0223,0.0,0.174,0.85,157.03,203528,4,Rap
0.389,0.938,8,-1.743,0,0.0405,0.0003,0.908,0.401,0.0389,171.994,297209,4,dnb
0.876,0.415,8,-10.889,0,0.454,0.05,0.0,0.0906,0.348,160.066,116373,4,Underground Rap
0.652,0.642,9,-8.606,0,0.0354,0.001,0.0832,0.0939,0.33,139.991,291429,4,Dark Trap
0.489,0.746,5,-8.401,0,0.0583,0.0132,0.143,0.098,0.174,140.028,193727,4,Dark Trap
0.428,0.92,11,-3.852,1,0.054,0.0856,0.0,0.177,0.453,179.79,208213,4,Emo
0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960,4,Rap
0.538,0.903,10,-5.588,0,0.0707,0.0072,0.006,0.153,0.758,149.949,172800,4,hardstyle
0.809,0.467,10,-8.777,0,0.444,0.26,0.0,0.107,0.78,179.384,208360,4,Underground Rap
0.674,0.748,0,-4.772,0,0.0553,0.0462,0.0,0.0379,0.765,116.939,230680,4,RnB
0.36,0.27,4,-11.365,0,0.0586,0.0446,0.0029,0.0925,0.0405,136.986,219559,3,Hiphop
0.816,0.62,11,-7.804,1,0.51,0.255,0.0,0.251,0.265,144.981,184733,3,Trap Metal
0.605,0.553,10,-10.845,0,0.101,0.274,0.0152,0.184,0.62,152.076,185617,4,RnB
0.608,0.979,11,-6.828,0,0.056,0.0026,0.627,0.284,0.228,137.998,487391,4,psytrance
0.743,0.507,1,-6.686,1,0.0506,0.0056,0.0202,0.455,0.0515,130.001,354000,4,trance
0.668,0.936,1,-9.077,1,0.0312,0.0001,0.873,0.109,0.101,129.996,363871,4,techno
0.723,0.98,6,-8.183,0,0.0518,0.0305,0.85,0.143,0.406,135.017,373314,4,techno
0.592,0.961,7,-7.237,1,0.0495,0.0003,0.934,0.201,0.156,127.014,357155,4,techno
0.736,0.738,10,-9.386,0,0.0405,0.051,0.0648,0.227,0.428,123.992,203537,4,techhouse
0.603,0.948,10,-2.597,0,0.394,0.0215,0.0642,0.167,0.345,149.932,360000,4,hardstyle
0.945,0.642,10,-5.974,0,0.2,0.321,0.0,0.338,0.483,119.995,146495,4,Underground Rap
0.442,0.822,10,-4.253,0,0.0853,0.0554,0.0009,0.318,0.695,149.897,148269,4,hardstyle
0.955,0.345,3,-12.879,0,0.388,0.231,0.0,0.177,0.622,112.975,196519,4,Underground Rap
0.661,0.523,8,-5.902,1,0.0381,0.483,0.0,0.469,0.536,122.948,222009,4,Hiphop
0.811,0.421,0,-10.958,1,0.0548,0.0274,0.975,0.11,0.16,131.98,116364,4,Dark Trap
0.488,0.958,0,-7.42,0,0.0709,0.0036,0.638,0.0654,0.14,137.985,563485,4,trance
0.417,0.983,1,-8.171,1,0.0485,0.0001,0.892,0.0771,0.0893,137.987,239999,3,trance
0.657,0.991,10,-2.071,1,0.15,0.0043,0.0406,0.814,0.406,145.038,256604,4,trap
0.877,0.756,5,-9.023,0,0.039,0.737,0.918,0.147,0.65,130.068,103875,4,Dark Trap
0.47,0.984,6,-6.188,1,0.0844,0.0001,0.618,0.383,0.225,136.218,324453,4,trance
0.728,0.906,1,-4.107,0,0.398,0.0302,0.0,0.149,0.657,179.362,206472,4,Hiphop
0.325,0.931,8,-2.96,0,0.156,0.0034,0.0011,0.659,0.368,150.071,230400,4,trap
0.921,0.474,10,-12.024,0,0.293,0.0149,0.0001,0.113,0.0398,125.021,154438,4,Underground Rap
0.401,0.377,10,-2.782,1,0.0364,0.906,0.0,0.0986,0.245,158.377,223336,3,Emo
0.754,0.785,8,-4.969,1,0.0324,0.307,0.0,0.36,0.964,124.759,237640,4,RnB
0.483,0.825,10,-5.018,0,0.044,0.106,0.0,0.0967,0.474,173.964,197861,4,dnb
0.403,0.957,5,-1.318,0,0.0627,0.0343,0.145,0.0988,0.078,173.969,306207,4,dnb
0.637,0.919,7,-6.507,1,0.0389,0.0003,0.858,0.108,0.0935,139.006,538705,4,psytrance
0.689,0.982,1,-2.221,1,0.712,0.0301,0.0002,0.0822,0.302,149.951,211220,4,trap
0.602,0.907,0,-4.578,0,0.0495,0.0001,0.0,0.0812,0.642,116.068,178532,4,Emo
0.517,0.94,1,-3.694,1,0.049,0.0075,0.0004,0.263,0.348,149.986,176160,4,hardstyle
0.496,0.936,7,-8.092,1,0.0472,0.0046,0.824,0.0637,0.198,135.002,459125,3,techno
0.609,0.5,1,-8.819,0,0.391,0.0963,0.0,0.132,0.223,155.563,203508,4,RnB
0.609,0.923,10,-7.03,0,0.0592,0.0008,0.907,0.176,0.0447,128.05,429744,4,techno
0.816,0.597,1,-6.407,1,0.281,0.147,0.0,0.138,0.558,184.08,311960,4,Hiphop
0.83,0.616,4,-7.383,0,0.0499,0.243,0.0,0.0477,0.386,123.965,218600,4,RnB
0.844,0.513,1,-8.769,1,0.335,0.178,0.0,0.0845,0.344,128.085,244941,4,Rap
0.603,0.933,1,-3.358,1,0.171,0.0059,0.0,0.206,0.709,192.612,213760,4,Emo
0.678,0.589,4,-10.987,0,0.0535,0.0029,0.398,0.278,0.249,120.04,174378,4,Trap Metal
