danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.838,0.776,0,-3.125,1,0.0933,0.0435,0.0001,0.0924,0.715,155.059,244680,4,Rap
0.64,0.647,2,-8.276,1,0.0573,0.0138,0.0001,0.332,0.16,135.124,104777,4,Trap Metal
0.805,0.919,8,-6.786,0,0.0428,0.0,0.871,0.293,0.339,123.011,327853,4,techhouse
0.722,0.413,6,-12.223,0,0.0434,0.0366,0.853,0.0982,0.0725,120.01,280111,4,Dark Trap
0.731,0.913,2,-4.875,1,0.0833,0.0036,0.707,0.426,0.0891,150.054,188808,4,trap
0.287,0.879,7,-4.685,1,0.0411,0.155,0.246,0.113,0.19,149.981,171200,4,hardstyle
0.603,0.963,7,-2.733,1,0.416,0.294,0.0003,0.0925,0.178,199.788,167921,4,Trap Metal
0.589,0.775,10,-7.196,0,0.0399,0.0011,0.0272,0.128,0.0763,171.992,180605,4,dnb
0.513,0.949,8,-4.558,1,0.0659,0.001,0.0,0.34,0.433,150.017,163600,4,hardstyle
0.839,0.668,1,-6.01,1,0.307,0.486,0.0,0.172,0.638,138.014,141971,4,Rap
0.836,0.812,2,-6.985,1,0.215,0.188,0.0,0.0982,0.769,184.018,145707,4,Hiphop
0.51,0.97,10,-3.33,0,0.0878,0.0038,0.0809,0.0768,0.113,150.028,315600,4,hardstyle
0.687,0.457,2,-8.393,1,0.183,0.0425,0.0085,0.101,0.183,189.916,186985,4,Dark Trap
0.462,0.953,0,-6.035,1,0.0327,0.0103,0.841,0.329,0.303,134.985,262187,4,trance
0.512,0.992,3,-1.018,1,0.0735,0.0002,0.0001,0.25,0.357,155.035,140903,4,trap
0.688,0.532,6,-8.361,0,0.0875,0.0356,0.0,0.172,0.565,164.068,223079,4,Pop
0.489,0.956,7,-5.457,0,0.128,0.0024,0.0091,0.188,0.0394,137.993,254182,4,trance
0.912,0.48,0,-9.601,1,0.182,0.0013,0.0022,0.0746,0.367,199.894,182667,4,Underground Rap
0.474,0.8,11,-6.641,0,0.268,0.239,0.0,0.0906,0.409,143.25,270267,4,Underground Rap
0.69,0.645,5,-12.537,1,0.0526,0.299,0.829,0.109,0.177,124.988,535098,4,techno
0.519,0.887,0,-6.376,1,0.0374,0.0005,0.924,0.334,0.077,140.009,250290,4,Dark Trap
0.861,0.588,1,-9.83,1,0.222,0.0053,0.0027,0.0905,0.266,132.025,154452,4,Underground Rap
0.698,0.891,8,-6.547,0,0.0797,0.0002,0.86,0.321,0.302,124.997,445750,4,techhouse
0.513,0.979,0,-1.724,1,0.0417,0.0008,0.252,0.116,0.207,173.982,332414,4,dnb
0.731,0.264,0,-17.323,1,0.0422,0.902,0.818,0.106,0.172,129.943,186048,4,Underground Rap
0.401,0.973,10,-3.389,0,0.1,0.0002,0.0,0.605,0.232,200.05,203253,4,Emo
0.624,0.726,2,-4.585,1,0.052,0.0298,0.0,0.301,0.83,199.992,213720,4,RnB
0.379,0.822,10,-5.258,1,0.104,0.0259,0.0,0.115,0.503,166.854,177600,4,Emo
0.566,0.975,1,-3.674,1,0.213,0.02,0.0002,0.329,0.178,154.909,212429,4,hardstyle
0.554,0.805,4,-4.157,1,0.0493,0.0089,0.0904,0.113,0.315,150.039,301853,4,hardstyle
0.4,0.808,0,-4.634,0,0.0428,0.0221,0.0003,0.0625,0.414,147.079,245267,4,hardstyle
0.807,0.668,1,-6.812,1,0.116,0.0028,0.0,0.167,0.121,145.985,174823,4,Underground Rap
0.713,0.962,7,-6.831,1,0.0642,0.0015,0.775,0.0853,0.218,142.017,399139,4,psytrance
0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,191.954,233713,4,Pop
0.386,0.255,8,-14.239,0,0.0733,0.206,0.89,0.0814,0.206,150.678,199105,4,Dark Trap
0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,190.054,217587,4,Hiphop
0.669,0.871,7,-6.844,0,0.0631,0.011,0.427,0.173,0.0397,126.45,288547,4,trance
0.735,0.896,1,-1.812,1,0.0904,0.0263,0.0932,0.235,0.209,175.036,311314,4,dnb
0.789,0.72,6,-7.062,0,0.466,0.0159,0.0018,0.804,0.547,143.999,139688,4,Trap Metal
0.632,0.849,8,-8.641,0,0.0637,0.14,0.865,0.109,0.0859,133.948,247130,4,Dark Trap
0.804,0.893,7,-6.232,1,0.0477,0.0032,0.63,0.649,0.303,124.988,351402,4,techhouse
0.462,0.981,10,-2.444,1,0.0451,0.0001,0.413,0.693,0.39,145.007,425379,4,psytrance
0.891,0.525,1,-6.263,1,0.061,0.0005,0.17,0.112,0.496,128.041,378750,4,techhouse
0.52,0.807,6,-5.061,1,0.0534,0.0033,0.0686,0.093,0.256,116.037,322795,4,Dark Trap
0.757,0.346,11,-10.94,0,0.174,0.248,0.0091,0.104,0.0676,154.018,162763,4,Dark Trap
0.624,0.939,7,-2.449,1,0.071,0.001,0.0056,0.131,0.391,160.014,316420,4,trap
0.7,0.627,5,-6.278,1,0.0843,0.0176,0.0,0.481,0.204,139.92,191163,4,Rap
0.832,0.766,6,-6.629,1,0.0656,0.0518,0.0001,0.163,0.95,124.984,155055,4,techhouse
0.619,0.985,11,-0.413,1,0.42,0.0016,0.658,0.0751,0.427,150.028,156800,4,trap
0.548,0.999,7,-4.855,1,0.171,0.0004,0.559,0.401,0.457,137.917,381739,4,trance
0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,4,Pop
0.473,0.938,6,-5.656,0,0.0421,0.0001,0.311,0.0592,0.176,138.002,353283,4,trance
0.771,0.461,11,-10.899,1,0.276,0.0774,0.0,0.0731,0.261,188.986,154643,4,Underground Rap
0.824,0.963,11,-1.186,0,0.11,0.0,0.839,0.446,0.226,140.008,260683,4,trap
0.759,0.778,0,-3.722,1,0.171,0.0008,0.0,0.186,0.702,144.938,218483,4,trap
0.537,0.899,8,-8.566,0,0.0552,0.0481,0.906,0.0985,0.0624,135.954,388255,3,techno
0.629,0.776,1,-2.175,1,0.041,0.0003,0.854,0.109,0.176,174.002,228966,4,dnb
0.786,0.902,10,-5.047,0,0.369,0.0397,0.0,0.396,0.886,150.852,99100,4,Trap Metal
0.921,0.467,1,-8.443,1,0.119,0.0149,0.0002,0.334,0.287,135.995,191252,4,Rap
0.663,0.832,6,-12.438,1,0.0426,0.0037,0.849,0.106,0.27,119.994,328000,4,Dark Trap
0.781,0.739,7,-6.357,1,0.3,0.09,0.0,0.182,0.612,134.99,133778,4,Trap Metal
0.757,0.659,4,-5.789,0,0.0936,0.143,0.502,0.101,0.157,130.025,190481,4,Dark Trap
0.484,0.87,11,-3.352,0,0.075,0.0303,0.0,0.158,0.716,173.994,190345,4,dnb
0.579,0.594,2,-8.461,1,0.468,0.0249,0.0,0.0967,0.477,163.078,197320,4,Dark Trap
0.738,0.86,11,-4.077,0,0.263,0.204,0.0,0.212,0.837,185.984,216013,4,Underground Rap
0.788,0.939,0,-8.688,1,0.0644,0.647,0.941,0.0605,0.0848,127.991,509950,4,techno
0.444,0.86,5,-4.86,1,0.0792,0.0058,0.755,0.85,0.1,140.874,207604,4,Dark Trap
0.447,0.967,0,-2.706,1,0.0793,0.0045,0.0,0.487,0.606,179.991,162720,4,Emo
0.558,0.873,10,-4.914,0,0.135,0.105,0.0089,0.101,0.295,150.003,307272,4,hardstyle
0.386,0.788,10,-4.927,0,0.211,0.382,0.0,0.096,0.156,139.434,221773,4,Hiphop
0.75,0.715,7,-3.987,1,0.125,0.0453,0.0068,0.15,0.672,170.004,71085,4,Trap Metal
0.64,0.956,7,-0.831,0,0.072,0.0235,0.0126,0.33,0.554,150.044,161599,4,trap
0.878,0.465,4,-7.485,1,0.0568,0.0109,0.376,0.222,0.894,124.018,210558,4,techhouse
0.601,0.563,7,-9.382,0,0.0293,0.254,0.934,0.071,0.0364,128.046,198113,4,Dark Trap
0.491,0.931,7,-8.73,0,0.0803,0.0013,0.881,0.354,0.291,131.994,198187,4,trance
0.762,0.709,11,-5.333,1,0.337,0.141,0.0,0.0798,0.537,174.041,167520,4,Rap
0.394,0.661,4,-8.684,1,0.192,0.01,0.0,0.343,0.335,149.818,260987,4,Hiphop
0.794,0.364,2,-13.181,1,0.373,0.215,0.0,0.0987,0.159,144.982,112547,4,Underground Rap
0.49,0.978,6,-4.098,0,0.0516,0.0003,0.065,0.324,0.106,137.982,193701,4,trance
0.425,0.979,6,-6.8,0,0.0971,0.0044,0.328,0.0952,0.199,137.992,262609,4,trance
0.64,0.786,6,-10.861,1,0.0497,0.0009,0.94,0.117,0.147,132.01,341813,4,techno
0.602,0.994,1,-1.382,1,0.0921,0.0025,0.917,0.285,0.341,149.991,215600,4,trap
0.842,0.823,11,-6.35,0,0.0441,0.0133,0.281,0.676,0.667,124.99,223360,4,techhouse
0.628,0.613,4,-7.209,0,0.0705,0.0271,0.0,0.291,0.218,170.075,172235,4,Underground Rap
0.8,0.926,7,-4.598,1,0.0711,0.0004,0.864,0.106,0.857,126.032,398095,4,techno
0.858,0.737,1,-10.935,0,0.0692,0.0081,0.431,0.0883,0.668,123.009,374392,4,techhouse
0.784,0.416,7,-9.231,1,0.102,0.0546,0.0,0.112,0.259,147.994,225037,4,RnB
0.722,0.252,1,-14.411,0,0.0761,0.0671,0.0,0.0852,0.275,159.846,238120,4,RnB
0.837,0.626,1,-4.697,0,0.212,0.0675,0.0,0.257,0.114,95.987,162000,4,Rap
0.593,0.553,11,-3.722,1,0.334,0.123,0.0,0.122,0.867,170.262,179302,4,RnB
0.8,0.444,4,-9.985,0,0.0543,0.0034,0.702,0.111,0.337,125.002,478080,4,techno
0.804,0.808,10,-2.076,0,0.189,0.0046,0.708,0.32,0.144,172.021,339630,4,dnb
0.846,0.564,1,-7.436,1,0.0983,0.0896,0.0084,0.219,0.237,126.047,138161,4,Trap Metal
0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,198.068,162547,4,Pop
0.466,0.948,5,-7.255,0,0.131,0.004,0.0001,0.495,0.077,137.898,188043,4,trance
0.496,0.749,6,-10.948,0,0.0385,0.265,0.81,0.479,0.409,140.071,123429,4,Dark Trap
0.541,0.941,10,-5.788,0,0.0738,0.0048,0.105,0.369,0.439,147.968,383108,4,hardstyle
0.521,0.155,0,-12.147,1,0.0286,0.947,0.0,0.103,0.16,150.006,261653,4,Emo
0.835,0.559,5,-5.617,1,0.0327,0.0018,0.0001,0.116,0.267,133.052,144812,4,Dark Trap
0.892,0.633,8,-7.471,1,0.0902,0.0467,0.0002,0.139,0.459,137.994,195047,4,Rap
0.798,0.744,6,-9.168,1,0.0523,0.0435,0.914,0.0616,0.445,121.987,411364,4,techno
0.357,0.742,5,-12.45,0,0.0476,0.0,0.899,0.57,0.0389,136.003,197660,4,trance
0.698,0.499,4,-9.346,0,0.21,0.629,0.0017,0.121,0.507,171.964,137379,4,Emo
0.697,0.752,1,-4.552,1,0.0526,0.0004,0.0,0.32,0.269,130.022,234773,4,Underground Rap
0.518,0.931,6,-6.706,0,0.0511,0.0,0.887,0.698,0.785,153.02,470390,4,psytrance
0.81,0.638,9,-7.258,0,0.0896,0.0001,0.902,0.111,0.193,123.002,406202,4,techno
0.764,0.54,1,-7.439,0,0.0651,0.157,0.0,0.106,0.738,146.017,227573,4,Hiphop
0.802,0.951,0,-1.567,1,0.0537,0.0041,0.203,0.292,0.817,175.042,287492,4,dnb
0.535,0.961,11,-5.047,0,0.0743,0.0475,0.184,0.155,0.212,137.987,207826,4,psytrance
0.451,0.808,5,-5.094,0,0.0501,0.0024,0.0003,0.519,0.0895,128.061,211875,4,trance
0.365,0.803,7,-3.709,0,0.0608,0.0001,0.0522,0.0938,0.142,122.045,200656,4,Dark Trap
0.676,0.791,11,-7.765,0,0.0661,0.0839,0.0379,0.262,0.197,168.008,148120,4,Underground Rap
0.286,0.839,10,-6.119,0,0.0867,0.0008,0.0003,0.329,0.194,149.233,171099,4,hardstyle
0.457,0.998,11,-7.279,0,0.12,0.0054,0.407,0.359,0.233,137.991,401739,4,trance
0.666,0.95,0,-9.189,1,0.0502,0.0007,0.677,0.61,0.0321,138.006,445217,4,psytrance
0.813,0.983,1,-5.515,1,0.153,0.0018,0.546,0.502,0.77,125.007,238080,4,techhouse
0.902,0.673,4,-7.481,1,0.458,0.159,0.0,0.289,0.615,132.066,177048,4,Rap
0.719,0.538,6,-12.287,0,0.237,0.0415,0.104,0.0825,0.275,85.99,278974,4,Rap
0.705,0.888,7,-7.988,1,0.0693,0.0001,0.842,0.114,0.0365,139.997,421714,4,psytrance
0.82,0.745,9,-4.921,1,0.0717,0.034,0.317,0.291,0.579,124.992,193096,4,techhouse
0.769,0.489,2,-9.412,1,0.248,0.0059,0.0001,0.0764,0.401,190.116,290827,4,Underground Rap
0.905,0.953,9,-5.754,0,0.0587,0.0012,0.89,0.442,0.919,125.017,156480,4,techhouse
0.736,0.785,9,-7.24,1,0.0472,0.0001,0.873,0.0665,0.0971,136.015,594706,4,psytrance
0.477,0.921,6,-4.777,0,0.0392,0.0006,0.0296,0.0575,0.488,150.042,323200,4,hardstyle
0.543,0.935,11,-4.219,0,0.035,0.0008,0.0422,0.0605,0.113,139.994,185143,4,trance
0.563,0.859,2,-5.687,1,0.069,0.0,0.816,0.281,0.3,139.986,246857,4,trap
0.655,0.622,7,-9.944,1,0.0469,0.0031,0.92,0.111,0.0279,130.994,384000,4,techno
0.674,0.945,1,-6.814,1,0.0536,0.0008,0.886,0.0899,0.13,140.019,380571,4,psytrance
0.795,0.981,6,-4.665,1,0.0517,0.0012,0.91,0.0519,0.666,128.0,196406,4,techhouse
0.5,0.841,11,-5.627,0,0.0495,0.0013,0.482,0.094,0.227,174.024,314483,4,dnb
0.655,0.965,6,-6.198,1,0.0452,0.0,0.755,0.424,0.425,150.023,435200,4,psytrance
0.509,0.932,9,-3.961,0,0.0455,0.0016,0.777,0.194,0.532,174.975,292000,4,dnb
0.774,0.639,11,-5.615,0,0.0901,0.158,0.0,0.479,0.723,142.959,204755,4,Underground Rap
0.465,0.947,10,-3.357,0,0.139,0.0565,0.0,0.424,0.299,149.978,315727,4,hardstyle
0.499,0.982,7,-5.832,1,0.0689,0.0002,0.277,0.149,0.323,140.02,357429,4,trance
0.761,0.812,10,-8.981,0,0.0481,0.003,0.907,0.0714,0.0397,131.027,388397,3,techno
0.752,0.87,0,-6.289,1,0.0612,0.0025,0.858,0.101,0.134,126.003,462179,4,techno
0.79,0.894,1,-5.658,1,0.0563,0.0003,0.91,0.0778,0.121,128.012,226875,4,techhouse
0.361,0.977,7,-5.044,1,0.171,0.0064,0.723,0.573,0.0702,139.968,387428,4,psytrance
0.522,0.894,1,-2.816,1,0.169,0.169,0.0,0.432,0.257,154.961,218323,4,hardstyle
0.653,0.426,2,-13.608,1,0.0398,0.414,0.0631,0.05,0.0393,118.974,189832,3,Underground Rap
0.808,0.98,1,-9.56,1,0.0547,0.0014,0.922,0.047,0.636,127.997,426125,4,techhouse
0.652,0.317,2,-13.87,0,0.0301,0.35,0.889,0.0813,0.26,129.995,258115,4,Dark Trap
0.719,0.803,3,-1.893,1,0.0566,0.108,0.596,0.29,0.0732,139.995,202286,4,trap
0.435,0.95,8,-3.869,1,0.106,0.0005,0.0,0.317,0.457,160.987,207634,4,Emo
0.549,0.636,10,-3.923,0,0.376,0.395,0.0,0.0974,0.661,182.363,251547,4,Hiphop
0.902,0.396,1,-8.773,1,0.364,0.0567,0.0,0.119,0.255,130.131,132989,4,Underground Rap
0.799,0.787,2,-5.391,1,0.0854,0.0322,0.0117,0.103,0.383,160.138,148608,4,Trap Metal
0.658,0.859,5,-6.186,0,0.0363,0.0249,0.0004,0.379,0.51,150.091,237600,4,hardstyle
0.456,0.958,2,-5.543,0,0.054,0.0051,0.674,0.565,0.0384,137.979,232065,4,trance
0.687,0.637,6,-5.91,1,0.0301,0.0188,0.853,0.192,0.335,128.001,445707,4,trance
0.354,0.507,1,-11.585,0,0.049,0.0106,0.706,0.102,0.0362,174.987,433371,4,dnb
0.419,0.889,8,-3.186,0,0.0464,0.0,0.882,0.119,0.114,174.013,250354,4,dnb
0.681,0.95,5,-6.539,0,0.0401,0.0,0.703,0.129,0.197,148.006,455697,4,psytrance
0.687,0.67,1,-11.305,0,0.36,0.335,0.0,0.449,0.442,184.756,228650,4,Underground Rap
0.494,0.878,4,-6.486,1,0.0421,0.0068,0.182,0.322,0.0956,150.02,150412,4,hardstyle
0.392,0.942,10,-4.457,0,0.0399,0.0001,0.765,0.14,0.174,174.018,297931,4,dnb
0.429,0.869,8,-4.844,1,0.302,0.476,0.0808,0.114,0.0998,110.009,192000,4,Trap Metal
0.579,0.606,5,-9.992,0,0.167,0.646,0.0001,0.118,0.39,141.931,177119,4,Dark Trap
0.55,0.749,9,-9.748,0,0.0383,0.0006,0.773,0.0673,0.115,125.99,522965,4,trance
0.897,0.743,10,-5.446,0,0.222,0.304,0.0,0.137,0.905,134.979,187105,4,Rap
0.66,0.856,1,-7.269,1,0.182,0.0236,0.688,0.0636,0.728,176.021,317840,4,dnb
0.52,0.594,11,-8.81,0,0.462,0.44,0.0,0.185,0.393,129.216,230240,5,Rap
0.534,0.853,11,-5.841,0,0.0298,0.0378,0.0526,0.0796,0.173,144.941,156325,4,Dark Trap
0.741,0.678,1,-5.835,1,0.355,0.0204,0.0,0.0782,0.718,165.106,156533,4,Rap
0.7,0.848,6,-8.094,0,0.0535,0.0085,0.753,0.077,0.197,137.999,410435,4,psytrance
0.663,0.855,7,-10.87,1,0.071,0.0034,0.846,0.106,0.349,132.993,462240,4,techno
0.383,0.69,10,-5.299,0,0.452,0.0259,0.0,0.422,0.242,141.858,372707,4,Hiphop
0.711,0.608,8,-4.008,0,0.0754,0.0446,0.0001,0.123,0.791,164.896,304027,4,Hiphop
0.588,0.794,8,-6.415,1,0.0528,0.0045,0.0,0.139,0.212,170.021,80659,4,Dark Trap
0.695,0.783,7,-5.283,1,0.0551,0.0015,0.583,0.0979,0.389,150.994,213794,4,hardstyle
0.48,0.979,8,-4.99,0,0.0662,0.0,0.922,0.411,0.583,137.967,226087,4,trance
0.643,0.662,10,-7.226,0,0.0993,0.474,0.0,0.237,0.645,113.022,179151,4,Hiphop
0.802,0.899,7,-7.602,1,0.0477,0.0001,0.819,0.0782,0.514,126.009,213333,4,techhouse
0.493,0.691,0,-5.875,1,0.0615,0.0024,0.0,0.215,0.527,181.112,203493,4,Emo
0.612,0.717,10,-3.432,1,0.0755,0.0141,0.0,0.198,0.132,82.471,174545,3,Rap
0.64,0.355,10,-7.757,0,0.065,0.76,0.0001,0.114,0.437,119.513,260776,3,RnB
0.791,0.795,1,-4.792,0,0.146,0.319,0.186,0.0864,0.776,216.008,155277,4,Dark Trap
0.699,0.624,1,-8.618,1,0.0529,0.0884,0.0142,0.394,0.224,137.997,103170,4,Underground Rap
0.555,0.448,1,-10.526,1,0.289,0.771,0.0008,0.13,0.388,161.678,325818,4,RnB
0.446,0.752,9,-8.084,1,0.0407,0.0001,0.858,0.17,0.069,131.749,144751,4,trance
0.556,0.961,9,-8.006,1,0.0627,0.0716,0.0014,0.308,0.0506,131.983,350933,4,trance
0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,181688,4,Rap
0.65,0.508,9,-11.227,0,0.135,0.577,0.0037,0.0792,0.504,143.96,233880,4,Underground Rap
0.789,0.909,5,-9.42,0,0.0657,0.0015,0.784,0.0776,0.356,126.991,410290,4,techno
0.473,0.944,1,-5.386,1,0.0939,0.0233,0.002,0.563,0.348,157.032,110757,4,Trap Metal
0.895,0.759,2,-4.97,1,0.311,0.106,0.0,0.321,0.38,200.102,192361,4,Hiphop
0.525,0.968,1,-1.284,1,0.275,0.0138,0.0121,0.489,0.134,149.078,198400,4,trap
0.458,0.635,5,-7.697,1,0.275,0.45,0.0001,0.114,0.555,183.852,259907,4,Hiphop
0.871,0.702,5,-8.025,1,0.253,0.296,0.0,0.0912,0.675,125.089,131286,4,Rap
0.827,0.643,10,-6.414,0,0.0899,0.257,0.0,0.094,0.433,95.965,240093,4,Rap
0.922,0.477,6,-7.97,1,0.329,0.0177,0.0001,0.107,0.57,195.402,98293,4,Hiphop
0.429,0.762,9,-4.42,0,0.0379,0.0017,0.0342,0.184,0.0644,175.004,330336,4,dnb
0.664,0.803,7,-9.731,1,0.0513,0.0002,0.749,0.111,0.0472,132.99,352846,4,techno
0.807,0.993,10,-6.198,0,0.0575,0.0003,0.921,0.0342,0.838,126.023,208274,4,techhouse
0.804,0.518,2,-5.404,1,0.302,0.0008,0.0,0.108,0.169,160.054,148036,4,Trap Metal
0.601,0.498,5,-10.233,0,0.0643,0.0116,0.16,0.0607,0.483,123.898,270968,4,Dark Trap
0.796,0.985,2,-6.501,1,0.0648,0.0007,0.79,0.122,0.587,126.002,390495,4,techhouse
0.741,0.915,1,-4.306,1,0.221,0.0465,0.0,0.0744,0.797,185.744,244000,4,Hiphop
0.667,0.673,0,-7.574,1,0.323,0.0641,0.0,0.0975,0.669,144.256,201964,4,Underground Rap
0.435,0.978,5,-4.889,0,0.0685,0.0283,0.661,0.0944,0.54,150.036,359204,4,hardstyle
0.496,0.985,11,-8.201,0,0.077,0.0019,0.889,0.0938,0.416,129.01,241023,4,techno
0.717,0.586,10,-7.015,0,0.159,0.319,0.0,0.134,0.209,130.027,179212,4,Trap Metal
0.543,0.635,2,-6.772,1,0.05,0.132,0.924,0.0804,0.0502,170.015,288279,4,dnb
0.766,0.882,2,-1.478,1,0.281,0.0289,0.0,0.299,0.43,189.958,229587,4,RnB
0.537,0.677,9,-11.417,1,0.0293,0.0019,0.891,0.123,0.32,150.015,467200,4,hardstyle
0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,224955,4,Rap
0.859,0.635,10,-9.532,0,0.193,0.0356,0.0035,0.13,0.53,193.142,271067,4,Underground Rap
0.416,0.94,6,-5.796,1,0.0908,0.0027,0.641,0.0459,0.177,138.002,260644,4,trance
0.562,0.846,6,-5.037,0,0.0442,0.0068,0.061,0.341,0.0889,149.944,207975,4,hardstyle
0.446,0.918,0,-2.759,0,0.0423,0.0229,0.0,0.18,0.0972,155.094,230329,4,hardstyle
0.69,0.978,1,-0.744,0,0.26,0.0118,0.315,0.156,0.0861,140.011,289773,4,trap
0.545,0.631,0,-9.781,0,0.393,0.0658,0.611,0.215,0.217,146.966,137270,4,Dark Trap
0.558,0.782,5,-7.265,0,0.0467,0.0001,0.839,0.111,0.699,173.989,263588,4,dnb
0.533,0.279,5,-13.959,0,0.0625,0.696,0.0004,0.111,0.166,120.161,196053,4,Hiphop
0.53,0.915,5,-3.935,1,0.0512,0.0012,0.733,0.113,0.0775,173.966,362754,4,dnb
0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,195.092,178000,4,Emo
0.592,0.522,10,-11.295,0,0.0418,0.0563,0.874,0.114,0.136,169.96,259765,4,dnb
0.217,0.992,7,-5.7,0,0.147,0.0363,0.953,0.381,0.216,138.004,227826,4,trance
0.398,0.895,8,-3.693,1,0.0473,0.253,0.0,0.186,0.489,149.755,166400,4,hardstyle
0.533,0.389,0,-9.175,1,0.0542,0.18,0.0,0.112,0.248,145.894,319555,4,RnB
0.603,0.806,8,-8.327,0,0.0392,0.0005,0.904,0.0862,0.636,122.997,474824,4,techhouse
0.794,0.95,1,-8.78,1,0.294,0.124,0.0001,0.133,0.324,189.968,258507,4,Hiphop
0.534,0.85,1,-11.759,1,0.0539,0.0007,0.93,0.133,0.0572,129.0,390420,4,techno
0.305,0.943,4,-3.127,0,0.0407,0.0008,0.0241,0.891,0.0784,173.772,328276,4,dnb
0.647,0.564,1,-7.52,1,0.109,0.0138,0.0,0.144,0.639,189.974,298707,4,Hiphop
0.763,0.229,1,-13.049,1,0.515,0.114,0.18,0.0978,0.282,160.017,134008,4,Underground Rap
0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,0.496,86.048,156195,4,Rap
0.481,0.983,1,-6.058,1,0.0574,0.0013,0.872,0.507,0.319,143.02,384336,4,psytrance
0.776,0.942,7,-6.956,1,0.0424,0.0005,0.894,0.105,0.0378,137.998,451932,4,psytrance
0.735,0.851,11,-4.253,1,0.0444,0.0001,0.0777,0.103,0.228,123.987,224516,4,techhouse
0.808,0.865,0,-8.074,1,0.0582,0.0061,0.887,0.0304,0.915,126.045,300952,4,techhouse
0.512,0.597,7,-7.164,0,0.0348,0.002,0.0478,0.411,0.0493,120.062,244453,4,Dark Trap
0.468,0.384,0,-11.317,1,0.0485,0.751,0.0383,0.1,0.079,187.484,207447,3,RnB
0.598,0.787,1,-6.758,1,0.0388,0.0034,0.657,0.65,0.0848,142.011,467760,4,psytrance
0.583,0.907,7,-5.332,1,0.0453,0.0002,0.804,0.249,0.17,144.975,430344,4,psytrance
0.341,0.966,9,-1.926,0,0.09,0.0095,0.0005,0.487,0.362,154.971,182766,4,hardstyle
0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4,RnB
0.729,0.442,11,-8.106,0,0.285,0.151,0.0,0.189,0.757,162.058,259307,4,Hiphop
0.676,0.935,7,-5.892,1,0.0468,0.0003,0.856,0.0939,0.394,126.993,438425,4,techno
0.467,0.848,9,-3.063,0,0.0716,0.0617,0.0,0.29,0.674,170.036,205752,4,Emo
0.709,0.638,1,-6.919,1,0.0368,0.0062,0.0,0.157,0.132,119.876,232827,4,Rap
0.752,0.647,0,-9.101,1,0.0537,0.105,0.9,0.0715,0.272,125.009,414720,4,techno
0.485,0.396,10,-15.955,0,0.0838,0.465,0.05,0.33,0.549,216.12,143151,4,Dark Trap
0.883,0.54,5,-9.972,1,0.0351,0.0238,0.016,0.0409,0.906,109.93,168670,4,Underground Rap
0.567,0.981,1,-1.447,1,0.348,0.197,0.0005,0.133,0.295,147.93,207568,4,trap
0.759,0.67,8,-5.693,1,0.6,0.271,0.0001,0.0975,0.0665,172.045,150757,4,Underground Rap
0.418,0.914,11,-2.261,0,0.0408,0.0006,0.0481,0.106,0.259,154.004,182727,4,hardstyle
0.68,0.916,11,-5.096,0,0.0481,0.0005,0.797,0.337,0.356,147.012,453878,4,psytrance
0.583,0.677,4,-10.21,0,0.439,0.47,0.193,0.43,0.495,176.119,226906,4,RnB
0.504,0.917,4,-4.075,0,0.0472,0.0796,0.0034,0.19,0.339,174.016,323965,4,dnb
0.631,0.672,11,-4.583,1,0.0347,0.0811,0.0,0.154,0.282,119.948,192859,4,Underground Rap
0.606,0.942,2,-3.618,1,0.0357,0.0002,0.0,0.106,0.373,110.98,270387,4,Emo
0.726,0.291,5,-13.61,1,0.073,0.519,0.0299,0.0495,0.158,169.0,152667,4,Dark Trap
0.596,0.649,9,-8.158,1,0.345,0.0126,0.0,0.18,0.475,181.25,185680,4,Hiphop
0.469,0.985,6,-6.824,0,0.0655,0.004,0.61,0.255,0.266,140.009,200571,4,trance
0.395,0.912,1,-4.092,0,0.0428,0.0475,0.203,0.133,0.174,174.048,259310,4,dnb
0.699,0.117,3,-17.311,1,0.392,0.94,0.109,0.14,0.477,165.996,125934,4,Hiphop
0.735,0.469,2,-12.368,1,0.383,0.451,0.0002,0.127,0.586,159.968,61500,4,Underground Rap
0.626,0.968,11,-7.188,0,0.0476,0.0008,0.791,0.128,0.581,124.001,212923,4,techhouse
0.892,0.548,6,-8.449,0,0.33,0.139,0.0,0.114,0.262,112.962,288525,4,Rap
0.752,0.671,1,-10.4,0,0.102,0.0163,0.869,0.103,0.0511,130.004,414000,4,techno
0.751,0.834,1,-5.444,0,0.0437,0.3,0.0,0.355,0.894,190.106,211160,4,Pop
